,专业本科,专业研究生,专业类别,基层工作最低年限,学位要求,学历要求,序号,招录人数,招录机关,招考对象,政治面貌,用人单位(部门),职位代码,职位名称,职位简介,其他条件,备注,gsr_f,gsr_f_no,gsr_m,gsr_m_no,job_no
294,"经济学,管理科学与工程类,工商管理类",,财务管理,二年,学士,本科,295,1,徐汇区,具有两年以上基层工作经历的人员,不限,财政局,1810295,行政事业财务科科员,从事区属行政事业单位部门预算以及财务管理,有较强的文字综合和沟通协调能力，计算机操作熟练；具有一定的财务管理水平。,,False,0,False,0,1
295,"会计学,审计学,财务管理","会计学,工商管理类",财务管理,二年,学士,本科及以上,296,2,徐汇区,具有两年以上基层工作经历的人员,不限,审计局,1810296,绩效审计科科员,从事绩效审计等政府审计工作,具有较强的审计专业功底，综合协调能力和语言文字能力。,具有会计、审计工作经历者优先。如以研究生身份报考，研究生阶段专业为会计学、财务管理。,False,0,False,0,2
296,,"城市规划与设计,交通运输规划与管理",城市建设管理,二年,硕士,硕士研究生,297,2,徐汇区,具有两年以上基层工作经历的人员,中共党员,规土局,1810297,建筑管理科科员,从事城市规划、城市建设和管理等工作。,品行端正，工作责任心强；具有较强的语言文字表达和沟通协调能力；熟悉办公自动化。,,False,0,False,0,2
297,"会计学,审计学,财务管理",,财务管理,二年,学士,本科,298,1,徐汇区,具有两年以上基层工作经历的人员,不限,房管局,1810298,资金管理科科员,从事会计工作，包括编制预算、决算，日常会计核算，会计账务处理等工作。,具有会计上岗证，熟悉财务相关政策，具有较强的实务操作能力。,,False,0,False,0,1
298,"文学,物业管理,法学",,综合管理,二年,不限,本科,299,2,徐汇区,具有两年以上基层工作经历的人员,不限,房管局,1810299,物业管理科科员,负责各类文书起草、会务安排、事务协调工作。从事小区房屋管理、协调解决物业管理矛盾等相关工作。,具有较强的文字、语言表达能力和组织协调能力。有房管工作经验且持有房屋管理执法证。,汛期需防汛、防台值班,False,0,False,0,2
299,,"法学,教育学,哲学",综合管理,二年,硕士,硕士研究生及以上,300,1,徐汇区,具有两年以上基层工作经历的人员,中共党员,教育局,1810300,办公室科员,从事党工委党建及依法行政等工作,专业理论功底扎实。有较强的组织协调能力和文字、语言表达能力，计算机操作熟练。,,False,0,False,0,1
300,不限,不限,综合管理,二年,学士,本科及以上,301,1,徐汇区,具有两年以上基层工作经历的人员,不限,体育局,1810301,办公室科员,掌握体育发展政策，从事办公室各项事务性工作，撰写相关报告材料。,工作责任心强，积极主动，踏实肯干。具有较强的组织协调能力、语言沟通能力和文字表达能力。,,False,0,False,0,1
301,,"生物学类,生物医学工程类,医学",综合管理,二年,硕士,硕士研究生,302,1,徐汇区,具有两年以上基层工作经历的人员,不限,科委,1810302,生物医药科主任科员及以下,主要负责发展生命健康产业，协同推进枫林联盟建设。,,具有科研机构、科技企业工作经验者优先。,False,0,False,0,1
302,,临床医学类,综合管理,二年,硕士,硕士研究生及以上,303,1,徐汇区,具有两年以上基层工作经历的人员,不限,卫计委,1810303,中医科教科科员,从事中医及科研教学管理工作,熟悉医疗卫生相关政策法规，有较强的组织计划和综合协调能力。具有执业医师资格证书。,具有两年以上医院工作经历优先。,False,0,False,0,1
303,"公共卫生与预防医学类,公共事业管理","公共卫生与预防医学类,社会医学与卫生事业管理",综合管理,二年,学士,本科及以上,304,1,徐汇区,具有两年以上基层工作经历的人员,不限,卫计委,1810304,公共卫生科科员,从事公共卫生、社区卫生相关业务管理工作。,熟悉医疗卫生相关政策法规，有较强的组织计划和综合协调能力。公共卫生专业须具有医师资格证书。具有两年以上公共卫生或社区卫生相关工作经历。,如以公共事业管理专业报考，需医学院校毕业。,False,0,False,0,1
304,"会计学,审计学,财务管理",会计学,财务管理,二年,学士,本科及以上,305,1,徐汇区,具有两年以上基层工作经历的人员,不限,卫计委,1810305,财总科科员,从事财务工作,熟练运用常用办公软件和财务软件，具有会计从业资格证书。,具有卫生事业单位工作经历优先。,False,0,False,0,1
305,"公共事业管理,行政管理","行政管理,社会医学与卫生事业管理",综合管理,二年,学士,本科及以上,306,1,徐汇区,具有两年以上基层工作经历的人员,中共党员,卫计委,1810306,办公室科员,从事文书、档案、信访、人事、党建等机关日常管理相关事务工作,有较强的组织计划和综合协调能力，具有管理岗位工作经历。,,False,0,False,0,1
306,公共管理类,公共管理类,综合管理,二年,学士,本科及以上,307,1,徐汇区,具有两年以上基层工作经历的人员,不限,安监局,1810307,安全生产监督管理科科员,对本区域内的生产经营单位的安全生产实施监督检查；组织和参加本区域内发生的职工伤亡事故的调查、处理、批复结案和统计、建档工作；对本区域危险化学品的安全生产监督管理。,熟练掌握使用计算机信息化技能。,,False,0,False,0,1
307,"电子信息工程,公共管理类",,综合管理,二年,学士,本科,308,1,徐汇区,具有两年以上基层工作经历的人员,不限,上海铁路南站广场管理委员会办公室,1810308,综合管理科科员,协助草拟相关文稿材料；整理报送动态信息；协助做好单位的日常管理工作。,有较强的组织协调能力和文字、语言表达能力。,,False,0,False,0,1
308,不限,不限,综合管理,二年,学士,本科及以上,309,1,徐汇区,具有两年以上基层工作经历的人员,中共党员,华泾镇,1810309,信访办科员,从事日常信访接待、受理办理、信访稳定等工作,具有良好的沟通协调能力，较强的语言文字表达能力和组织协调能力。,乡镇公务员职位,False,0,False,0,1
309,不限,不限,综合管理,二年,不限,本科及以上,310,1,徐汇区,具有两年以上基层工作经历的人员,不限,华泾镇,1810310,经济发展办科员,从事镇域经济、统计等工作。,具有良好的沟通协调能力，较强的语言文字表达能力和组织协调能力。,乡镇公务员职位,False,0,False,0,1
310,"管理科学与工程类,公共管理类","管理科学与工程,公共管理类",综合管理,二年,学士,本科及以上,311,1,徐汇区,具有两年以上基层工作经历的人员,不限,徐家汇街道,1810311,社区管理办科员,协调各类行政、专业资源，督促配合职能部门，共同推进社区管理。,较强的组织协调能力和文字、语言表达能力，计算机操作熟练。,中共党员优先,False,0,False,0,1
311,"社会学类,心理学类,教育学类","社会学,心理学类,教育学类",综合管理,二年,学士,本科及以上,312,1,徐汇区,具有两年以上基层工作经历的人员,不限,徐家汇街道,1810312,社区服务办科员,从事社会保障管理工作。,较强的组织协调能力和文字、语言表达能力，计算机操作熟练。,中共党员优先,False,0,False,0,1
312,"法学类,公共管理类","法学,公共管理类",综合管理,二年,学士,本科及以上,313,1,徐汇区,具有两年以上基层工作经历的人员,不限,湖南街道,1810313,司法所科员,协助所长做好依法治理、普法宣传、人民调解等各项工作；协调、组织、指导基层法律服务；做好各类报表、文字等工作。,,,False,0,False,0,1
313,不限,不限,综合管理,二年,学士,本科及以上,314,2,徐汇区,具有两年以上基层工作经历的人员,不限,天平街道,1810314,社区管理办科员,从事社区管理相关工作,肯吃苦，愿奉献，能服从岗位调配，具有一定的组织协调能力，计算机操作熟练；具有三年以上社区工作经验。,需要值夜班；中共党员优先。,False,0,False,0,2
314,"经济学类,公共管理类",,综合管理,二年,学士,本科,315,2,徐汇区,具有两年以上基层工作经历的人员,中共党员,长桥街道,1810315,社区党建办科员,从事居民区、区域化、“两新”党建等工作岗位；从事社区综合管理等工作。,具有较强的语言文字表达能力和组织协调能力。,具有基层社区工作经验者优先。,False,0,False,0,2
315,法学类,法学,综合管理,二年,学士,本科及以上,316,1,徐汇区,具有两年以上基层工作经历的人员,不限,长桥街道,1810316,司法所科员,负责辖区内普法宣传、依法治理和法律援助方面的相关工作。,熟悉法律法规及相关政策，能够依法调处矛盾纠纷，开展群众法制宣传工作，具有应对突发事件和处理复杂问题的能力。,中共党员优先。具有相关工作经历者优先。,False,0,False,0,1
316,"管理学,文学,法学",管理学,综合管理,二年,学士,本科及以上,317,1,徐汇区,具有两年以上基层工作经历的人员,不限,龙华街道,1810317,社区服务办科员,负责落实劳动保障、社会保障、医疗保障、助老助残等社区基本民生保障，负责公共卫生、计划生育、义务献血等工作。,,,False,0,False,0,1
317,"管理学,文学,法学",管理学,综合管理,二年,学士,本科及以上,318,1,徐汇区,具有两年以上基层工作经历的人员,不限,龙华街道,1810318,社区管理办科员,负责组织、协调和整合各类行政资源和专业资源共同推进社区管理，对公用设施、建设管理、交通管理、防台防汛、环境保护等社区中涉及专业管理管理、行政执法类事务，督促和配合职能部门组织实施。,,,False,0,False,0,1
318,法学,法学,政法,二年,学士,本科及以上,319,1,徐汇区,具有两年以上基层工作经历的人员,中共党员,龙华街道,1810319,司法所科员,负责社区矫正、人民调解、法治宣传、法律援助、刑释人员安置帮教工作，开展公共法律服务。,,,False,0,False,0,1
319,"经济学,会计学,国际经济与贸易",,财务管理,二年,学士,本科,320,1,徐汇区,具有两年以上基层工作经历的人员,中共党员,凌云街道,1810320,党政办科员,从事街道财务会计类工作。,持有会计上岗证，有二年以上基层财务工作经验。,,False,0,False,0,1
320,不限,不限,综合管理,二年,学士,本科及以上,321,1,徐汇区,具有两年以上基层工作经历的人员,不限,枫林街道,1810321,党政办科员,从事行政管理等相关工作,有较强的组织协调能力和文字、语言表达能力，计算机操作熟练。,中共党员优先,False,0,False,0,1
321,"法学,文学,管理学",,综合管理,二年,学士,本科,322,1,徐汇区,具有两年以上基层工作经历的人员,中共党员,漕河泾街道,1810322,社区党建办科员,从事部门行政管理工作,具有较强的协调能力和文字、语言表达能力，善于和他人沟通，计算机操作熟练。,,False,0,False,0,1
322,公共管理类,公共管理类,综合管理,二年,学士,本科及以上,323,1,徐汇区,具有两年以上基层工作经历的人员,不限,残联,1810323,业务科科员,综合管理岗位，主要负责残疾人康复、文体、信访、救助等工作,,中共党员优先,False,0,False,0,1
323,"审计学,会计学,财务管理","会计学,财政学",财务管理,二年,学士,本科及以上,324,1,长宁区,具有两年以上基层工作经历的人员,中共党员,纪委,1810324,第一纪检监察室科员,从事案件管理中的财务工作,有较强的文字表达能力和组织协调能力。,,False,0,False,0,1
324,工程管理,管理科学与工程,城市建设管理,二年,学士,本科及以上,325,1,长宁区,具有两年以上基层工作经历的人员,中共党员,纪委,1810325,第二纪检监察室科员,从事执纪审查中的工程管理工作,有较强的文字处理表达能力和组织协调能力。,,False,0,False,0,1
325,不限,不限,综合管理,二年,学士,本科及以上,326,1,长宁区,具有两年以上基层工作经历的人员,中共党员,区府办,1810326,办公室科员,从事办公室综合管理、协调、文字等工作,1、综合素质良好；2、具有较强的组织协调能力和文字表达能力。,,False,0,False,0,1
326,不限,不限,综合管理,二年,学士,本科及以上,327,1,长宁区,具有两年以上基层工作经历的人员,不限,区府办,1810327,办公室科员,从事办公室综合管理、文秘、财务管理等工作,1、综合素质良好；2、具有会计从业资格证书；3、有从事会计、财务工作经历者优先；中共党员优先。,,False,0,False,0,1
327,"英语,日语","英语语言文学,日语语言文学",综合管理,二年,学士,本科及以上,328,1,长宁区,具有两年以上基层工作经历的人员,不限,区府办,1810328,外事办科员,从事对外交流的联络协调、接待安排、翻译等工作；做好区因公出国（境）相关管理和服务事项；其他涉外事务工作,1、综合素质良好；2、具有熟练的英语或日语口译、笔译能力，英语专业八级或日语能力测试N1级；3、有相关外事工作经历者优先考虑；4、中共党员优先。,,False,0,False,0,1
328,,经济学,经济管理,二年,硕士,硕士研究生及以上,329,1,长宁区,具有两年以上基层工作经历的人员,不限,发改委,1810329,综合发展科科员,从事宏观经济形势、区域经济运行、产业发展分析，研究制定区域中长期规划、年度计划，开展区域发展中重点难点问题的研究等工作,1、有较强的调研、文字综合和组织协调能力；2、具有一定的相关专业领域研究和管理工作经验；3、熟悉了解信息化工作。,,False,0,False,0,1
329,,管理科学与工程,城市建设管理,二年,硕士,硕士研究生及以上,330,1,长宁区,具有两年以上基层工作经历的人员,不限,发改委,1810330,投资管理科科员,从事固定资产投资项目审批、投资项目储备库预安排管理、项目稽查等工作,1、熟悉政府投资项目管理、信息化工作；2、具有较强文字表达能力、组织协调能力与行政管理能力。,,False,0,False,0,1
330,,工商管理类,综合管理,二年,硕士,硕士研究生,331,1,长宁区,具有两年以上基层工作经历的人员,不限,商务委,1810331,企业服务科科员,1.从事企业服务工作2.对接市级各部门3.监测企业运营情况及分析,1、具有二年以上基层工作经历且有二年以上企业服务工作经验；2、有较强的文字综合和沟通协调能力。,,False,0,False,0,1
331,经济学,经济学,综合管理,二年,学士,本科及以上,332,1,长宁区,具有两年以上基层工作经历的人员,不限,商务委,1810332,办公室综合管理岗位,从事办公室行政事务管理工作,有较强的文字综合和沟通协调能力。,,False,0,False,0,1
332,会计学,会计学,财务管理,二年,学士,本科及以上,333,1,长宁区,具有两年以上基层工作经历的人员,不限,商务委,1810333,办公室财务会计科员,从事单位财务账务处理等工作,1、熟悉财务相关政策；2、责任心强，较强的语言文字表达和组织协调能力；3、持有会计从业资格证书；4、有行政预算经历工作者优先。,,False,0,False,0,1
333,"经济学,金融学,交通运输","经济学,金融学",综合管理,二年,不限,本科及以上,334,1,长宁区,具有两年以上基层工作经历的人员,不限,金融办,1810334,投资促进一科科员,从事本区投资促进工作的推进与落实，配合做好区内企业综合服务工作,1、有从事投资促进工作经历者优先；2、党员优先；3、具备一定的语言、文字表达及组织协调能力。,"本科阶段所学专业为：汉语言文学,公共关系,数学,行政管理,计算机的亦可。",False,0,False,0,1
334,经济学类,经济学,综合管理,二年,学士,本科及以上,335,1,长宁区,具有两年以上基层工作经历的人员,不限,国资委,1810335,产权管理科科员,资产管理、资产评估、投资管理,1、具有较高的计算机操作水平；2、有较好的语言、文字表达及组织协调能力。,,False,0,False,0,1
335,"土木类,交通工程,水利类","土木工程类,水利工程类,交通运输工程类",城市建设管理,二年,学士,本科及以上,336,1,长宁区,具有两年以上基层工作经历的人员,不限,建交委,1810336,市政科科员,负责组织、协调本区重点建设项目、市政基础设施、城市交通、水务建设项目的前期工作和建设工作,1、需阶段性值班和加班；2、具备一定的语言文字表达能力及组织协调能力。,本科阶段所学专业为：道路桥梁与渡河工程的亦可。,False,0,False,0,1
336,"财务管理,会计学,审计学","会计学,财政学",财务管理,二年,学士,本科及以上,337,1,长宁区,具有两年以上基层工作经历的人员,不限,建交委,1810337,计财科科员,从事机关单位出纳、会计核算、财务管理和预决算编制等工作,1、具备一定的语言文字表达能力及组织协调能力；2、具有相关从业经历的优先考虑,本科阶段所学专业为：财政学的亦可。,False,0,False,0,1
337,"工程管理,工程造价",管理科学与工程,城市建设管理,二年,学士,本科及以上,338,1,长宁区,具有两年以上基层工作经历的人员,不限,绿化市容局,1810338,规划建设科科员,从事项目招投标、工程造价、工程质量的管理和监督；编制专项规划和基建计划等工作,1、具有工程造价相关技术资格者优先；2、具备一定的语言文字表达和组织协调能力。,,False,0,False,0,1
338,"机械工程,机械设计制造及其自动化",,综合管理,二年,学士,本科,339,1,长宁区,具有两年以上基层工作经历的人员,不限,绿化市容局,1810339,环境卫生管理科科员,从事废弃物管理；生活垃圾分类减量的实施、推进和管理等工作,1、具有较强的调研和语言文字能力；2、具有较强的组织计划和综合协调能力。,,False,0,False,0,1
339,"环境科学,环境工程","环境科学,环境工程",综合管理,二年,学士,本科及以上,340,1,长宁区,具有两年以上基层工作经历的人员,不限,环保局,1810340,污染防治科科员,负责污染源日常监督管理,1、熟悉环境管理相关法律法规；2、有相关工作经验者优先；3、具备一定的语言文字表达和组织协调能力,,False,0,False,0,1
340,建筑学,建筑学类,城市建设管理,二年,学士,本科及以上,341,1,长宁区,具有两年以上基层工作经历的人员,不限,住房保障局,1810341,物业管理科（城市更新和历史建筑保护科）科员,负责房屋使用安全监督管理；老旧住房巡查排查和隐患处置工作；编制本区旧住房修缮改造规划和年度实施计划，指导本区各类房屋的修缮改造工作，推进城市更新和既有房屋的功能完善；开展优秀历史保护建筑的日常保护巡查管理及修缮,1、能够用沪语交流对接社区工作；2、能够使用自行车等代步工具开展建设工地巡视；3、身体健康，能够参加夜间防汛防台值班；4、有较强的文字处理能力和组织协调能力。,,False,0,False,0,1
341,中国语言文学类,中国语言文学类,城市建设管理,二年,学士,本科及以上,342,1,长宁区,具有两年以上基层工作经历的人员,中共党员,住房保障局,1810342,组织人事科科员,组织干部、党员的政治理论学习和思想教育，负责干部人事管理工作、教育培训等工作；负责离、退休干部工作；负责统战工作；精神文明建设工作；做好下属事业单位的人事管理工作；协助做好工会、共青团的各项工作,1、能够用沪语交流对接工作；2、能够使用自行车等代步工具开展基层单位调研；3、身体健康，能够参加夜间防汛防台值班；4、有较强的文字处理表达能力和组织协调能力。,,False,0,False,0,1
342,"中国语言文学类,社会学类,法学类","中国语言文学类,社会学类,法学类",综合管理,二年,学士,本科及以上,343,1,长宁区,具有两年以上基层工作经历的人员,不限,民政局,1810343,基层政权和社区建设科科员,负责本区基层政权建设和社区建设工作；负责指导推进本区基层民主政治建设和群众自治建设，组织居民委员会开展选举工作,有一定的文字处理表达能力和组织协调能力。,本科或研究生专业为艺术学类也可报考,False,0,False,0,1
343,,经济学,综合管理,二年,硕士,硕士研究生,344,1,长宁区,具有两年以上基层工作经历的人员,中共党员,教育局,1810344,组织科科员,从事教育系统人事工资管理，系统内干部职级管理及人才工作,1、有较强的语言文字表达和组织协调能力；2、熟悉教育系统人事人才工作；3、具备教育系统人事工资管理2年以上工作经历；4、具备人力资源管理方向经济师中级以上职称。,,False,0,False,0,1
344,体育学类,体育学类,综合管理,二年,学士,本科及以上,345,1,长宁区,具有两年以上基层工作经历的人员,不限,体育局,1810345,竞训科科员,从事青少年体育、体育后备人才培养管理相关工作,1、有二级及以上等级运动员证书或公开杂志上发表论文优先；2、有二年以上体育教练、体育教师的带训或体育管理岗位经历优先；3、有一定的文字处理表达能力和组织协调能力。,,False,0,False,0,1
345,,"财政学,会计学",财务管理,二年,硕士,硕士研究生及以上,346,1,长宁区,具有两年以上基层工作经历的人员,不限,财政局,1810346,预算科科员,从事财政预算管理工作,1、从事过财政、会计等相关专业工作或具有会计师、经济师中级职称者优先；2、有一定的文字处理表达能力和组织协调能力。,,False,0,False,0,1
346,工程造价,,城市建设管理,二年,学士,本科,347,1,长宁区,具有两年以上基层工作经历的人员,不限,审计局,1810347,固定资产投资科科员,从事固定资产投资审计工作,1、具备在会计师事务所从事相关审计工作经历者优先；2、具备造价工程师或造价员资格优先；3、需经常到建设工地现场勘察、加班完成基建类审计工作。,,False,0,False,0,1
347,汉语言文学,汉语言文字学,综合管理,二年,不限,本科及以上,348,1,长宁区,具有两年以上基层工作经历的人员,中共党员,司法局,1810348,政治处科员,从事党建工作,具有较强的语言文字能力。,,False,0,False,0,1
348,法学,法学类,政法,二年,不限,本科及以上,349,1,长宁区,具有两年以上基层工作经历的人员,不限,司法局,1810349,医患纠纷人民调解工作科科员,从事医患矛盾化解工作,1、中共党员优先；2、有一定的文字处理表达能力和组织协调能力。,,False,0,False,0,1
349,法学,法学类,政法,二年,不限,本科及以上,350,1,长宁区,具有两年以上基层工作经历的人员,不限,司法局,1810350,法制宣传教育科科员,从事普法教育工作,1、中共党员优先；2、具有新媒体工作经历的优先；3、有一定的文字处理表达能力和组织协调能力。,,False,0,False,0,1
350,"经济学类,理学,管理学",,综合管理,二年,学士,本科,351,1,长宁区,具有两年以上基层工作经历的人员,中共党员,江苏路街道,1810351,社区党建办公室科员,进行基层服务型党组织建设、党员学习教育、“三会一课”组团式联系服务群众等相关工作,1、具备良好的服务意识和群众意识，具备深入社区开展群众工作的能力；2、需要阶段性的值班和加班；3、有一定的文字处理表达能力和组织协调能力。,,False,0,False,0,1
351,"经济学类,理学,管理学",,综合管理,二年,学士,本科,352,1,长宁区,具有两年以上基层工作经历的人员,不限,江苏路街道,1810352,社区党政办公室科员,进行财务审计、机关内部控制、资产管理、文书机要、保密、信息化建设等相关工作,1、具备良好的服务意识和群众意识，具备深入社区开展群众工作的能力；2、有一定的文字处理表达能力和组织协调能力。,所学专业为：城乡规划类的亦可。,False,0,False,0,1
352,"经济学类,理学,管理学",,综合管理,二年,学士,本科,353,1,长宁区,具有两年以上基层工作经历的人员,不限,江苏路街道,1810353,社区服务办公室科员,进行为老服务、拥军优抚、精神病防治、人口与计划生育、慈善募捐和扶贫帮困的工作,1、具备良好的服务意识和群众意识，具备深入社区开展群众工作的能力；2、需要阶段性的值班和加班；3、有一定的文字处理表达能力和组织协调能力。,,False,0,False,0,1
353,工学,工学,城市建设管理,二年,学士,本科及以上,354,1,长宁区,具有两年以上基层工作经历的人员,不限,周家桥街道,1810354,社区管理办科员,处置拆违、乱设摊、跨门营业问题、群租治理等,1、具备良好的服务意识和群众意识，具备深入社区开展群众工作的能力；2、需要阶段性的值班和加班；3、有一定的文字处理表达能力和组织协调能力；4、有相关工作经验者或学习相关专业者优先；5、服从组织安排。,,False,0,False,0,1
354,管理学,管理学,综合管理,二年,学士,本科及以上,355,1,长宁区,具有两年以上基层工作经历的人员,不限,周家桥街道,1810355,社区服务办科员,为老助残、劳动保障工作等,1、具备良好的服务意识和群众意识，具备深入社区开展群众工作的能力；2、有一定的文字处理表达能力和组织协调能力；3、有相关工作经验者或学习相关专业者优先；4、服从组织安排。,,False,0,False,0,1
355,法学,法学类,政法,二年,学士,本科及以上,356,1,长宁区,具有两年以上基层工作经历的人员,不限,周家桥街道,1810356,社区平安办科员,到外省市处理群众上访、集访和异常、突发信访事件，矛盾调处工作等,1、具备良好的服务意识和群众意识，具备深入社区开展群众工作的能力；2、需要阶段性的值班和加班；3、有一定的文字处理表达能力和组织协调能力；4、有相关工作经验者或学习相关专业者优先；5、服从组织安排。,,False,0,False,0,1
356,公共管理类,不限,综合管理,二年,学士,本科及以上,357,1,长宁区,具有两年以上基层工作经历的人员,中共党员,天山街道,1810357,党政办科员,从事机关党务和行政事务工作,1、具备良好的服务意识和群众意识，具备深入社区开展群众工作的能力；2、有一定的文字处理表达能力和组织协调能力，能承受较重的工作压力。,,False,0,False,0,1
357,管理科学与工程类,不限,综合管理,二年,学士,本科及以上,358,1,长宁区,具有两年以上基层工作经历的人员,不限,天山街道,1810358,管理办科员,从事社区综合管理工作,1、具备良好的服务意识和群众意识，具备深入社区开展群众工作的能力；2、需要阶段性的值班和加班；3、有一定的文字处理表达能力和组织协调能力，能承受较重的工作压力。,,False,0,False,0,1
358,社会学类,不限,综合管理,二年,学士,本科及以上,359,1,长宁区,具有两年以上基层工作经历的人员,不限,天山街道,1810359,服务办科员,从事社区公共服务工作,1、具备良好的服务意识和群众意识，具备深入社区开展群众工作的能力；2、需要阶段性的值班和加班；3、有一定的文字处理表达能力和组织协调能力，能承受较重的工作压力。,,False,0,False,0,1
359,法学类,不限,综合管理,二年,学士,本科及以上,360,1,长宁区,具有两年以上基层工作经历的人员,不限,天山街道,1810360,平安办科员,从事社区公共安全工作,1、具备良好的服务意识和群众意识，具备深入社区开展群众工作的能力；2、需要阶段性的值班和加班；3、有一定的文字处理表达能力和组织协调能力，能承受较重的工作压力。,,False,0,False,0,1
360,"公共管理类,法学类,工商管理类",不限,综合管理,二年,不限,本科及以上,361,1,长宁区,具有两年以上基层工作经历的人员,中共党员,仙霞新村街道,1810361,干部人事办公室,从事街道离退休干部工作；组织开展社区老干部活动，做好离退休干部服务等工作,1、具备良好的服务意识和群众意识，具备深入社区开展群众工作的能力；2、需要阶段性的值班和加班；3、有一定的文字处理表达能力和组织协调能力。,"本科阶段所学专业为：政治学类,中国语言文学类,社会学类的亦可。",False,0,False,0,1
361,"公共管理类,法学类,工商管理类",不限,综合管理,二年,不限,本科及以上,362,1,长宁区,具有两年以上基层工作经历的人员,中共党员,仙霞新村街道,1810362,社区党建办公室科员,从事社区党务、党建等相关工作,1、具备良好的服务意识和群众意识，具备深入社区开展群众工作的能力；2、需要阶段性的值班和加班；3、有一定的文字处理表达能力和组织协调能力。,"本科阶段所学专业为：社会学类,政治学类,马克思主义理论类,中国语言文学类,新闻传播学类的亦可。",False,0,False,0,1
362,"公共管理类,法学类,工商管理类",不限,综合管理,二年,不限,本科及以上,363,1,长宁区,具有两年以上基层工作经历的人员,不限,仙霞新村街道,1810363,社区服务办公室科员,从事社区服务、组织社区活动及双拥等相关工作,1、具备良好的服务意识和群众意识，具备深入社区开展群众工作的能力；2、需要阶段性的值班和加班；3、有一定的文字处理表达能力和组织协调能力。,"本科阶段所学专业为：社会学类,教育学类,基础医学类,临床医学类,公共卫生与预防医学类的亦可。",False,0,False,0,1
363,"公共管理类,法学类,工商管理类",不限,综合管理,二年,不限,本科及以上,364,1,长宁区,具有两年以上基层工作经历的人员,不限,仙霞新村街道,1810364,社区管理办公室科员,住宅小区综合管理、旧小区综合整治、违章拆除等工作。,1、具备良好的服务意识和群众意识，具备深入社区开展群众工作的能力；2、需要阶段性的值班和加班；3、有一定的文字处理表达能力和组织协调能力。,"本科阶段所学专业为：建筑类,材料类,地理学类,土木类,测绘类,基础医学类,临床医学类,公共卫生与预防医学类的亦可。",False,0,False,0,1
364,"公共管理类,法学类,心理学类",不限,综合管理,二年,不限,本科及以上,365,1,长宁区,具有两年以上基层工作经历的人员,中共党员,仙霞新村街道,1810365,社区平安办公室科员,信访接待、群体性矛盾处置、对社区特殊人群管理、教育和帮助等工作,1、具备良好的服务意识和群众意识，具备深入社区开展群众工作的能力；2、需要阶段性的值班和加班；3、有一定的文字处理表达能力和组织协调能力。,"本科阶段所学专业为：工商管理类,基础医学类,临床医学类,公共卫生与预防医学类的亦可。",False,0,False,0,1
365,人力资源管理,,综合管理,二年,学士,本科,366,1,长宁区,具有两年以上基层工作经历的人员,不限,虹桥街道,1810366,社区发展办公室科员,从事联系、服务驻区单位工作，协调解决驻区单位发展中的问题，落实驻区单位参与社区共治的相关工作。整合社区资源做好服务企业、服务经济工作，为企业发展提供良好的公共环境,1、具备良好的服务意识和群众意识，具备深入社区开展群众工作的能力；2、有一定的文字处理表达能力和组织协调能力；3、熟悉服务企业相关政策；4、具有一定的沟通协调能力，有大局意识；5、有五年以上企业服务相关工作经历者优先。,,False,0,False,0,1
366,"文学,艺术学",,综合管理,二年,学士,本科,367,1,长宁区,具有两年以上基层工作经历的人员,不限,虹桥街道,1810367,社区服务办公室科员,从事社区文化工作，对文化活动中心、社区图书馆进行管理，组织策划群众参与文娱、体育等活动,1、具备良好的服务意识和群众意识，具备深入社区开展群众工作的能力；2、需要阶段性的值班和加班；3、有一定的文字处理表达能力和组织协调能力；4、具有活动策划经验或从事相关文化工作者优先。,,False,0,False,0,1
367,"会计学,财务管理,计算机科学与技术","数学类,计算机科学与技术类,统计学",财务管理,二年,不限,本科及以上,368,1,长宁区,具有两年以上基层工作经历的人员,不限,北新泾街道,1810368,党政办公室科员,会务、文书、财务、审计、信息化建设、资产、机关内部管理等工作,1、具备良好的服务意识和群众意识，具备深入社区开展群众工作的能力；2、有一定的文字处理表达能力和组织协调能力；3、中共党员优先；4、有财务管理经验者优先。,,False,0,False,0,1
368,"人文地理与城乡规划,土木工程,建筑学","建筑学类,土木工程类,城市规划与设计",综合管理,二年,不限,本科及以上,369,1,长宁区,具有两年以上基层工作经历的人员,不限,北新泾街道,1810369,社区管理办公室科员,对绿化市容、环境保护、市场监管、网格化管理、住宅小区综合管理工作、爱国卫生、防台防汛、红十字会工作等专业管理类、行政执法类事务进行督促协调落实,1、具备良好的服务意识和群众意识，具备深入社区开展群众工作的能力；2、需要阶段性的值班和加班；3、有一定的文字处理表达能力和组织协调能力；4、中共党员优先；5、有社区管理经验者优先。,"本科专业为：城乡规划,风景园林,计算机科学与技术的亦可报考；研究生专业为：风景园林,计算机科学与技术的亦可报考。",False,0,False,0,1
