,专业本科,专业研究生,专业考试,基层工作最低年限,学位要求,学历要求,序号,招录人数,招录机关,招考对象,政治面貌,用人单位(部门),职位代码,职位名称,职位简介,其他条件,备注,gsr_f,gsr_f_no,gsr_m,gsr_m_no,job_no
354,不限,不限,综合管理,二年,学士,本科及以上,355,1,虹口区,具有两年以上基层工作经历的人员,不限,安监局,1410355,安全生产监督管理科,从事区域安全生产监督管理工作。,熟悉相关法律法规，具有较强的工作责任心，具有较强的组织计划和综合协调能力，具有较强的应对突发事件和处理复杂问题的能力。,安全生产、公共管理类优先。,False,0,False,0,1
355,建筑类,建筑学类,城市建设管理,二年,学士,本科及以上,356,1,虹口区,具有两年以上基层工作经历的人员,不限,建交委,1410356,建筑业管理科,从事区域建筑业管理相关工作。,具有城市建设和管理系统相关工作经历，体格健康，具有较强的工作责任心和忍耐力，具有较强的调研和语言文字能力，具有较强的组织计划和综合协调能力。,土木工程类、工程管理类优先。,False,0,False,0,1
356,法学类,法学类,政法,二年,学士,本科及以上,357,1,虹口区,具有两年以上基层工作经历的人员,不限,人力资源和社会保障局,1410357,仲裁科,从事区域劳动人事争议仲裁工作。,熟悉国家法律、法规，具有较强沟通能力和解决实际问题能力，具有较强的调研和语言文字能力，具有较强的组织计划和综合协调能力。,具有律师资格证书和相关工作经历者优先。,False,0,False,0,1
357,工商管理类,工商管理类,财务管理,二年,学士,本科及以上,358,1,虹口区,具有两年以上基层工作经历的人员,不限,审计局,1410358,投资审计科,从事区域项目的审计工作。,熟悉会计、审计等专业知识，具有较强的计算机应用能力，具有较强的调研和语言文字能力，具有较强的组织计划和综合协调能力。,会计学、审计学类优先；持有会计上岗证者优先。,False,0,False,0,1
358,不限,不限,综合管理,二年,学士,本科及以上,359,1,虹口区,具有两年以上基层工作经历的人员,不限,卫生局,1410359,办公室,从事办公室文书写作和行政管理等工作。,具有相关工作经历，具有较强的调研和语言文字能力，具有较强的组织计划和综合协调能力。,中国语言文学类、行政管理类优先。,False,0,False,0,1
359,不限,不限,综合管理,二年,学士,本科及以上,360,1,虹口区,具有两年以上基层工作经历的人员,不限,卫生局,1410360,医政管理科,从事区域医疗质量管理、医院业务管理等相关工作。,熟悉卫生工作政策法规，有丰富临床医疗经验，熟悉科研学科建设，具有较强的调研和语言文字能力，具有较强的组织计划和综合协调能力。,临床医学、卫生管理、预防医学类优先；有医疗业务管理卫生监督管理经历、具备卫生中级任职资格者优先。,False,0,False,0,1
360,工商管理类,工商管理类,财务管理,二年,学士,本科及以上,361,1,虹口区,具有两年以上基层工作经历的人员,不限,卫生局,1410361,计划财务科,从事部门会计核算、预决算编制、资产管理、统计等相关工作。,熟悉事业单位财务政策，有事业单位财务管理经验，具有较强的调研和语言文字能力，具有较强的组织计划和综合协调能力。,会计学类、财务管理类优先；具备会计中级任职资格者优先。,False,0,False,0,1
361,法学类,法学类,政法,二年,学士,本科及以上,362,1,虹口区,具有两年以上基层工作经历的人员,不限,司法局,1410362,社区矫正科,从事区域社区矫正管理相关工作。,熟悉法律法规和相关政策，计算机操作熟练，具有较强的调研和语言文字能力，具有较强的组织计划和综合协调能力。,,False,0,False,0,1
362,建筑类,建筑学类,城市建设管理,二年,学士,本科及以上,363,1,虹口区,具有两年以上基层工作经历的人员,不限,民防办,1410363,工程科,从事区域民防工程建设审批、管理等相关工作。,熟悉掌握民防工程建设管理的政策、法规；掌握民防工程建设质量监督的有关规范和基本概、预算知识，具有较强的调研和语言文字能力，具有较强的组织计划和综合协调能力。,,False,0,False,0,1
363,法学类,法学类,政法,二年,学士,本科及以上,364,1,虹口区,具有两年以上基层工作经历的人员,不限,环保局,1410364,办公室（法制科）,从事部门法制相关工作。,热爱环保事业，具有一定法律专业知识，具有较强的调研和语言文字能力，具有较强的组织计划和综合协调能力。,,False,0,False,0,1
364,"建筑类,法学类","建筑学类,法学类",城市建设管理,二年,学士,本科及以上,365,2,虹口区,具有两年以上基层工作经历的人员,不限,房管局,1410365,市场监管科,从事区域房地产市场监督管理相关工作。,熟悉房地产方面法律法规，熟悉房地产方面专业知识，具有较强的调研和语言文字能力，具有较强的组织计划和综合协调能力。,具有相关工作经历者优先。,False,0,False,0,2
365,不限,不限,综合管理,二年,学士,本科及以上,366,2,虹口区,具有两年以上基层工作经历的人员,不限,文化局,1410366,社会文化科,从事区域群众文化、文物管理等相关工作。,熟悉群众文化工作，有一定的文物专业知识和群众文化工作知识，具有较强的调研和语言文字能力，具有较强的组织计划和综合协调能力。,文化产业、公共管理类优先。,False,0,False,0,2
366,不限,不限,经济管理,二年,学士,本科及以上,367,1,虹口区,具有两年以上基层工作经历的人员,不限,旅游局,1410367,市场管理科,从事区域旅游企业管理等相关工作。,熟悉旅游管理与经济市场运行相关政策，具有较强的调研和语言文字能力，具有较强的组织计划和综合协调能力。,旅游管理、公共管理类优先。,False,0,False,0,1
367,不限,不限,综合管理,二年,学士,本科及以上,368,1,虹口区,具有两年以上基层工作经历的人员,不限,川北街道,1410368,宣传统战科,从事街道宣传、精神文明建设等相关工作。,有思路，善于创新，热爱社区工作，具有较强的调研和语言文字能力，具有较强的组织计划和综合协调能力。,中国语言文学类、行政管理优先。,False,0,False,0,1
368,不限,不限,综合管理,二年,学士,本科及以上,369,2,虹口区,具有两年以上基层工作经历的人员,不限,川北街道,1410369,社区管理科,从事社区管理、社会保障等相关工作。,熟悉社区工作，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,社会学、公共管理优先。,False,0,False,0,2
369,不限,不限,综合管理,二年,学士,本科及以上,370,1,虹口区,具有两年以上基层工作经历的人员,不限,欧阳街道,1410370,社区管理科,从事社区管理、社会保障等相关工作。,熟悉社区工作，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,社会学、行政管理类优先，有社区管理经历者优先。,False,0,False,0,1
370,不限,不限,综合管理,二年,学士,本科及以上,371,1,虹口区,具有两年以上基层工作经历的人员,中共党员,曲阳街道,1410371,党工委办公室,从事街道党委办公室管理相关工作。,对社区基层情况有了解，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,中国语言文学类、行政管理、社会学类优先，有相关工作经验者优先。,False,0,False,0,1
371,"电子信息类,计算机类","计算机科学与技术类,不限",信息管理,二年,学士,本科及以上,372,1,虹口区,具有两年以上基层工作经历的人员,不限,凉城街道,1410372,办公室,从事办公室信息管理相关工作。,计算机综合运用能力强，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,,False,0,False,0,1
372,法学类,法学类,政法,二年,学士,本科及以上,373,1,虹口区,具有两年以上基层工作经历的人员,不限,江湾街道,1410373,信访办,从事街道信访办理、矛盾化解等相关工作。,熟悉相关政策法规，具有相关工作经历，具有较强的应对突发事件和处理复杂问题能力，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,,False,0,False,0,1
373,不限,不限,综合管理,二年,学士,本科及以上,374,1,虹口区,具有两年以上基层工作经历的人员,中共党员,广中街道,1410374,组织人事科,从事街道组织人事相关工作。,工作责任心强，具有人事相关工作经历，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,人力资源管理、行政管理类优先。,False,0,False,0,1
374,不限,不限,综合管理,二年,学士,本科及以上,375,2,虹口区,具有两年以上基层工作经历的人员,不限,嘉兴街道,1410375,社会保障科,从事社区管理、社会保障等相关工作。,熟悉社区基层工作，有相关工作经验，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,社会学、社会保障类优先。,False,0,False,0,2
375,法学类,法学类,政法,二年,学士,本科及以上,376,1,虹口区,具有两年以上基层工作经历的人员,不限,政协办,1410376,秘书科,从事办公室文秘工作。,具有较强的调研和语言文字能力，具有较强的组织计划和综合协调能力。,,False,0,False,0,1
376,不限,不限,综合管理,二年,学士,本科及以上,377,3,虹口区,具有两年以上基层工作经历的人员,不限,统战部,1410377,民主党派机关,从事档案、文书调研报告撰写、综合信息采集等工作。,熟悉统战相关工作，具有较强的调研和语言文字能力，具有较强的组织计划和综合协调能力。,中国语言文学类、行政管理类优先。,False,0,False,0,3
377,工商管理类,工商管理类,财务管理,二年,学士,本科及以上,378,1,虹口区,具有两年以上基层工作经历的人员,不限,老干部局,1410378,办公室,从事办公室财务管理相关工作。,具有财会类相关工作经验，熟悉办公自动化，具有较强的调研和语言文字能力，具有较强的组织计划和综合协调能力。,会计学、财务管理优先；持有会计上岗证者优先。,False,0,False,0,1
378,工商管理类,工商管理类,财务管理,二年,学士,本科及以上,379,1,虹口区,具有两年以上基层工作经历的人员,不限,财政局,1410379,预算科,从事预算编制管理等相关工作。,熟悉财政、会计管理的有关政策、法规等，有2到3年的财会工作经历，具有较强的调研、语言文字能力和计算机应用能力，具有较强的组织计划和综合协调能力。,财政学、会计学、审计学、财务管理类优先；持有会计上岗证者优先。,False,0,False,0,1
379,不限,,综合管理,二年,不限,本科,380,1,杨浦区,具有两年以上基层工作经历的人员,中共党员,五角场街道,1410380,宣传科（统战科）科员,做好新闻报道和信息报送工作，；做好舆情信息采集工作，了解和反映党员、干部、群众的思想状况，开展有效的思想政治工作；协助科长开展群众性精神文明创建、志愿者工作。,具有一定的综合分析和沟通协调能力，较好的语言、文字表达能力。,,False,0,False,0,1
380,中国语言文学类,,综合管理,二年,学士,本科,381,1,杨浦区,具有两年以上基层工作经历的人员,不限,新江湾城街道,1410381,行政办公室科员,负责文件收发、机要和保密等工作；负责信息收集、处理和报送；负责草拟年度工作计划总结、领导讲话稿、信息稿等；领导交办的其他工作。,全日制普通高校毕业；热爱社区工作，具有较强的语言文字表达和综合协调能力。,有社区工作经历者优先。,False,0,False,0,1
381,法学类,,政法,二年,学士,本科,382,1,杨浦区,具有两年以上基层工作经历的人员,不限,新江湾城街道,1410382,社会治安综合治理办公室科员,从事街道社会治安、综合治理和维稳工作。负责外来流动人员的管理、教育、服务工作；青少年保护工作；禁毒的宣传和帮教工作等。,全日制普通高校毕业；热爱社区工作，具有较好的沟通能力和组织协调能力。,有社区工作经历者优先。,False,0,False,0,1
382,经济学,,经济管理,二年,不限,本科,383,1,杨浦区,具有两年以上基层工作经历的人员,不限,五角场镇,1410383,经济发展办公室科员,从事招商引资、镇属企业管理、劳动经济、安全生产等工作。,政治素质好，有较强的组织协调能力、语言文字表达能力和团队合作精神，有一定的经济工作经验。,乡镇公务员职位,False,0,False,0,1
383,不限,,综合管理,二年,不限,本科,384,1,杨浦区,具有两年以上基层工作经历的人员,不限,五角场镇,1410384,办公室科员,从事各类文书的起草及其他行政相关工作。,政治素质好，文字水平高，有较强的组织协调能力和团队合作精神，有一定的文秘工作经验。,乡镇公务员职位,False,0,False,0,1
384,不限,,城市建设管理,二年,不限,本科,385,1,杨浦区,具有两年以上基层工作经历的人员,不限,住房保障局,1410385,执法监督科科员,负责本区房屋、住宅建设等行政执法工作；配合相关执法部门做好综合执法。,有较强的依法行政和沟通协调能力；身体健康，能适合户外执法和加班工作。,具有上海市行政执法证者优先。,False,0,False,0,1
385,文学,文学,综合管理,二年,不限,本科及以上,386,1,杨浦区,具有两年以上基层工作经历的人员,不限,民主党派,1410386,民建杨浦区委专职干部（科员）,负责民建区委日常会务、文字、信息等工作，承办上级交办的各项工作和任务。,非中共党员；具有较高的文字水平、较强的协调和沟通能力，熟练操作计算机。,,False,0,False,0,1
386,"文学,法学,管理学 ",,综合管理,二年,学士,本科,387,1,杨浦区,具有两年以上基层工作经历的人员,不限,司法局,1410387,基层工作科科员,从事管理、指导本区人民调解和基层法律服务工作；从事协调“110”公安、司法联动工作；从事基层司法所的沟通协调、管理、指导工作。,全日制普通高校毕业；具有较强语言文字表达、综合分析和组织协调能力。,,False,0,False,0,1
387,不限,,政法,二年,学士,本科,388,1,杨浦区,具有两年以上基层工作经历的人员,不限,殷行司法所,1410388,司法辅助人员（科员）,参与社区矫正对象及安帮对象的教育矫正管理工作。,全日制普通高校毕业；具有较强语言文字表达能力、文字写作能力和计算机操作能力。,中共党员或民主党派优先；法学专业优先。,False,0,False,0,1
388,不限,不限,综合管理,二年,不限,本科及以上,389,1,杨浦区,具有两年以上基层工作经历的人员,不限,定海路街道,1410389,经济管理科科员,熟悉招商政策，参与街道重点项目的招商引资、落地推进和服务等工作。,该岗位工作强度较大，需能胜任经常性加班；具有较强的语言文字表达能力。,,False,0,False,0,1
389,不限,不限,综合管理,二年,不限,本科及以上,390,1,杨浦区,具有两年以上基层工作经历的人员,不限,定海路街道,1410390,市政管理科科员,从事防汛防台工作，参与市容环境整治。,具备较好的身体素质条件；熟悉相关工作的政策、法规和业务知识，具有较强的组织沟通协调能力、语言表达和公文写作能力。该岗位需夜间值班。,,False,0,False,0,1
390,不限,,综合管理,二年,学士,本科,391,1,杨浦区,具有两年以上基层工作经历的人员,不限,大桥街道,1410391,信访办科员,"负责来信来访来电的接待处理工作；协调处理信访矛盾,减轻冲突。",全日制普通高校毕业；有较强的工作责任心；能有效处置突发事件。该岗位需加班值班。,,False,0,False,0,1
391,不限,,城市建设管理,二年,学士,本科,392,1,杨浦区,具有两年以上基层工作经历的人员,不限,平凉路街道,1410392,市政管理科科员,负责街道市容管理、道路景观建设、协调居民矛盾和问题。,全日制普通高校毕业；具备较强的语言文字表达和协调组织能力，计算机操作熟练。,,False,0,False,0,1
392,不限,,综合管理,二年,学士,本科,393,1,杨浦区,具有两年以上基层工作经历的人员,中共党员,平凉路街道,1410393,社会治安综合治理办公室科员,负责组织协调实施平安创建工作，开展治安防范、外来流动人员管理、社保队伍的管理工作；开展地区维稳工作；协调开展地区各项不稳定因素的整治等工作。,全日制普通高校毕业；具备较强的语言文字表达和协调组织能力，计算机操作熟练。,,False,0,False,0,1
393,不限,不限,综合管理,二年,学士,本科及以上,394,1,杨浦区,具有两年以上基层工作经历的人员,不限,江浦路街道,1410394,社会治安综合治理办公室科员,协助开展本地区平安创建活动及有关信访矛盾的化解工作。,全日制普通高校毕业；具有较强的文字和口头表达能力、综合研判能力和组织管理能力。,,False,0,False,0,1
394,不限,不限,综合管理,二年,学士,本科及以上,395,1,杨浦区,具有两年以上基层工作经历的人员,中共党员,控江路街道,1410395,组织科科员,从事社区党建工作、文件起草、信息报送等文字工作。,全日制普通高校毕业；熟悉党务知识；有一定的公文写作功底和活动策划组织能力。,具有社区党务工作经历者优先。,False,0,False,0,1
395,"工学,理学",,综合管理,二年,学士,本科,396,2,杨浦区,具有两年以上基层工作经历的人员,中共党员,四平路街道,1410396,市政管理科科员,协助开展本辖区的市容环境建设和管理工作，配合处理有关来信来访等。,全日制普通高校毕业；熟悉相关工作的政策、法规和业务知识，具有较好的组织沟通协调能力、语言表达和公文写作能力。该岗位需夜间值班。,,False,0,False,0,2
396,"工学,理学",,综合管理,二年,学士,本科,397,1,杨浦区,具有两年以上基层工作经历的人员,中共党员,延吉新村街道,1410397,武装部科员,从事兵役登记、征兵、民兵训练等工作。,全日制普通高校毕业；有较强的语言文字表达能力，能适应阶段性的异地工作。,,False,0,False,0,1
397,"理学,工学","理学,工学",综合管理,二年,学士,本科及以上,398,1,杨浦区,具有两年以上基层工作经历的人员,不限,延吉新村街道,1410398,市政管理科科员,从事市容环境整治、防汛防台、爱国卫生等工作。,全日制普通高校毕业；有较强的语言文字表达能力，能适应夜间及节假日加班，一线执法整治。,,False,0,False,0,1
398,"法学,公共管理类",,综合管理,二年,学士,本科,399,1,杨浦区,具有两年以上基层工作经历的人员,中共党员,长白新村街道,1410399,社会治安综合治理办公室科员,从事社区综合治理各类调研、文稿起草等工作。,全日制普通高校毕业；具有较强沟通协调能力和公文写作能力，熟悉社区工作，掌握相关法律法规政策。,有社区工作经历者优先。,False,0,False,0,1
399,不限,,政法,二年,学士,本科,400,1,杨浦区,具有两年以上基层工作经历的人员,不限,信访办,1410400,信访科科员,做好群众来访接待工作，一般信访事项的办理工作，参与劝返和日常维稳工作，做好突出矛盾的现场处置工作。,全日制普通高校毕业；具备较好的身体素质、过硬的抗压能力和较强的应急处置能力。能胜任经常加班、出差。,中共党员优先;具有相关工作经历者优先。,False,0,False,0,1
400,新闻传播学类,,综合管理,二年,学士,本科,401,1,杨浦区,具有两年以上基层工作经历的人员,中共党员,宣传部,1410401,新闻外宣科科员,新闻发布、对外宣传等相关工作。,全日制普通高校毕业；有较强的语言表达和文字能力，有较强的组织协调能力。,有新闻、宣传相关工作经验者优先。,False,0,False,0,1
401,不限,,综合管理,二年,学士,本科,402,1,杨浦区,具有两年以上基层工作经历的人员,不限,社会工作党委（区委、区政府社建办）,1410402,社区建设工作科科员,指导协调本区社会建设工作。,全日制普通高校毕业；具有较强的沟通协调能力和语言文字表达能力。,具有社会建设与管理工作经历者优先。,False,0,False,0,1
402,"管理学,工学,经济学 ","管理学,工学,经济学",综合管理,二年,学士,本科及以上,403,1,杨浦区,具有两年以上基层工作经历的人员,不限,发改委,1410403,产业发展科（资源节约和环境保护科）科员,制定本区产业政策，推进产业发展；编制年度产业发展评估报告；编制区节能减排计划，推进生态文明建设。,全日制普通高校毕业；具有较强的语言文字表达能力。,,False,0,False,0,1
403,"土木类,水利类,交通运输类 ",,城市建设管理,二年,学士,本科,404,1,杨浦区,具有两年以上基层工作经历的人员,不限,建交委,1410404,交通科科员,参与交通运输安全综合协调及交通战备工作；配合协调区域内公交线路、站点的设置和停车场规划管理工作；参与提案答复和信访接待工作；完成领导交办的其他工作。,全日制普通高校毕业；熟悉市政道路、路政桥梁、路面交通通信或给排水等工作，具有两年及以上相关工作经验；身体健康，能适应工地、夜间等现场工作。,,False,0,False,0,1
404,,"管理学,工学,教育学",综合管理,二年,硕士,硕士研究生,405,1,杨浦区,具有两年以上基层工作经历的人员,中共党员,科委,1410405,科技企业科科员,从事本区域内科技企业经济运行分析、数据统计，项目管理、产业分析报告的撰写和开展科技产业调研等工作；做好相关文件的起草工作；做好科技企业服务工作；完成领导交办的其他任务。,全日制普通高校毕业；具有较高的计算机操作、文字写作、组织和语言沟通能力。,具有科技产业管理经验者优先,False,0,False,0,1
405,"财政学类,会计学",,财务管理,二年,学士,本科,406,1,杨浦区,具有两年以上基层工作经历的人员,不限,财政局,1410406,行财科科员,区属行政事业单位预算编制、执行、调整、决算等工作。,全日制普通高校毕业；具有较强的文字写作能力及计算机操作能力。,,False,0,False,0,1
406,"审计学,会计学,金融学 ",,经济管理,二年,学士,本科,407,1,杨浦区,具有两年以上基层工作经历的人员,不限,审计局,1410407,财政审计科科员,本区财政审计及其他审计业务工作。,全日制普通高校毕业；具有较强的语言文字表达能力和计算机操作能力。,具有审计工作经验者优先。,False,0,False,0,1
407,不限,不限,综合管理,二年,不限,本科及以上,408,1,杨浦区,具有两年以上基层工作经历的人员,不限,绿化市容局,1410408,办公室科员,从事办公室日常工作，主要负责文字材料起草、信息简报编辑等综合文秘工作。,品行端正，工作责任心强，具有较强的文字和语言表达能力、良好的协调沟通能力，熟悉办公自动化。,相关岗位经历者优先；中共党员优先。,False,0,False,0,1
408,不限,不限,综合管理,二年,不限,本科及以上,409,1,杨浦区,具有两年以上基层工作经历的人员,不限,绿化市容局,1410409,市容管理科科员,从事城市景观、市容环境建设和管理工作。,品行端正，工作责任心强，具有一定的城市建设和管理经验及较强的文字和语言表达能力、良好的协调沟通能力，熟悉办公自动化。,中共党员优先；具有城市规划与管理、建筑与景观相关专业或相关岗位经历者优先。,False,0,False,0,1
409,不限,,综合管理,五年以上,不限,本科,410,1,杨浦区,具有两年以上基层工作经历的人员,不限,殷行街道,1410410,社会保障科科员,做好居委会基层政权建设，指导居委会开展党组织领导下的居民自治。,具有较强的沟通协调能力；较强的语言文字组织能力。,中共党员优先；社会学专业优先；有社工资格证书者优先。,False,0,False,0,1
410,不限,,综合管理,二年,不限,本科,411,1,杨浦区,具有两年以上基层工作经历的人员,不限,殷行街道,1410411,社会治安综合治理办公室科员,参与社区各类防范整治工作，推进社区安全运作。,具有较强的语言文字表达能力和计算机操作能力。,中共党员优先。,False,0,False,0,1
411,法学类,,综合管理,二年,学士,本科,412,1,杨浦区,具有两年以上基层工作经历的人员,不限,总工会,1410412,民管法律部科员,协助做好维护职工队伍稳定工作，处理职工群访、信访，开展工资集体协商、厂务公开民主管理等工作。,全日制普通高校毕业；具有较强的组织协调、文字写作、语言表达和沟通能力。,,False,0,False,0,1
412,不限,不限,综合管理,二年,不限,本科及以上,413,1,杨浦区,具有两年以上基层工作经历的人员,不限,团区委,1410413,办公室科员,承担团区委文字材料的起草、宣传报道、调研研究、档案管理及办公室其他日常工作。,28周岁以下；具有较强的语言文字表达能力和组织协调能力。,具有团工作经验者优先。,False,0,False,0,1
413,"财政学,财务管理,会计学 ","会计学,财政学",财务管理,二年,学士,本科及以上,414,1,黄浦区,具有两年以上基层工作经历的人员,不限,小东门街道,1410414,行政办公室科员,负责会计工作，包括凭证审核、记帐、经费核算、编制财务报表，日常财务分析和预算执行情况分析。协助做好行政办公室材料归档等后勤管理工作。,持有会计上岗证，熟悉有关财务的方针、政策和法规，能熟练运用财务计算机软件，有较好的文字水平、沟通协调和调研分析能力。,具有会计师职称者优先。,False,0,False,0,1
414,法学,,综合管理,二年,学士,本科,415,1,黄浦区,具有两年以上基层工作经历的人员,不限,安监局,1410415,安全生产监督管理科科员,从事安全生产执法检查、事故处理等工作,,"参与现场事故处理（重伤、死亡等）,遇突发事件能在1小时内赶赴现场者，比较适合男性。",False,0,True,1,1
415,,"区域经济学,产业经济学",经济管理,二年,硕士,硕士研究生,416,2,黄浦区,具有两年以上基层工作经历的人员,不限,发改委,1410416,综合经济科科员,从事分析宏观经济形势和产业发展，研究经济社会发展相关问题，编制年度计划和中长期规划等工作,有较强的文字表达能力者优先,,False,0,False,0,2
416,,建筑学类,城市建设管理,二年,硕士,硕士研究生,417,1,黄浦区,具有两年以上基层工作经历的人员,不限,规土局,1410417,规划管理科科员,协调组织编制规划，对规划方案进行审核及相关管理工作,本科须为建筑学类专业，有较好的组织协调能力和较强的文字及语言表达能力。具备一定的基层管理工作经验,,False,0,False,0,1
417,"金融学,会计学,审计学 ","会计学,金融学",财务管理,三年,学士,本科及以上,418,1,黄浦区,具有两年以上基层工作经历的人员,不限,国资委,1410418,董监事管理科科员,协助科长指导企业制定实施企业董事会、监事会管理工作制度，组织指导企业监事会对董事会工作监督评价。协助组织指导监事会对企业集团重大资产及财务事项的检查和分析。,具有注册会计师资格证书优先,熟悉金融知识，具有3年以上知名大型会计师事务所工作经验优先,False,0,False,0,1
418,"环境科学与工程类,资源循环科学与工程","环境科学与工程类,辐射防护及环境保护,环境与资源保护法学",城市建设管理,二年,学士,本科及以上,419,1,黄浦区,具有两年以上基层工作经历的人员,不限,环保局,1410419,污染控制科科员,负责区域环境污染防治、总量减排及辐射安全监管等工作,具有较强的综合分析能力和文字表达能力、统计能力，需要经常在室外工作及夜间工作,,False,0,False,0,1
419,土木类,土木工程类,城市建设管理,二年,学士,本科及以上,420,1,黄浦区,具有两年以上基层工作经历的人员,不限,教育局,1410420,建设与国资管理科科员,协助实施教育局基建设备项目以及国有资产整合、配置、使用的统筹管理,需有一定的工程项目管理经验,本职位涉及到工地业务等高强度工作，需要有吃苦耐劳的精神,False,0,False,0,1
420,"经济学类,法学类,金融学类 ","金融学,产业经济学,经济法学",经济管理,二年,学士,本科及以上,421,1,黄浦区,具有两年以上基层工作经历的人员,不限,金融办,1410421,金融发展科科员,协助科室领导开展金融机构引进及服务、金融业中长期规划及年度工作计划制定、金融行业发展研究、金融业相关政策法规研究及金融数据整理与分析等工作,具有金融机构从业经验或相关金融研究机构工作经验者优先,,False,0,False,0,1
421,不限,不限,综合管理,二年,学士,本科及以上,422,1,黄浦区,具有两年以上基层工作经历的人员,不限,旅游局,1410422,旅游管理科科员,协助开展全区旅游行业管理工作。,非计算机专业需具备高校计算机专业2级证书,,False,0,False,0,1
422,"公共管理类,法学,中国语言文学类 ",,综合管理,二年,学士,本科,423,1,黄浦区,具有两年以上基层工作经历的人员,不限,绿化市容局,1410423,社会管理科科员,协助做好环境卫生社会管理和宣传，生活垃圾减量和分类收集等工作,,具备较强的文字表达和组织协调能力,False,0,False,0,1
423,"中国语言文学类,公共管理类,法学 ",,综合管理,二年,学士,本科,424,1,黄浦区,具有两年以上基层工作经历的人员,不限,民政局,1410424,基层政权和社区建设科科员,在本区基层政权建设和社区建设工作中，组织居委会开展选举工作，指导推进基层民主政治建设和基层群众自治建设，扶持、推进社区服务体系建设和发展。,有全国计算机等级考试二级证书和较强的语言文字表达能力,因社区工作需要，能够听讲上海方言，有较好的体能支撑经常性的深入社区指导工作。,False,0,False,0,1
424,"法学类,公共管理类",,综合管理,二年,学士,本科,425,3,黄浦区,具有两年以上基层工作经历的人员,中共党员,人力资源和社会保障局,1410425,行政办公室科员,从事劳动、人事和社会保障等方面的综合管理工作,,,False,0,False,0,3
425,"经济学类,法学类",,经济管理,二年,学士,本科,426,1,黄浦区,具有两年以上基层工作经历的人员,不限,人大办,1410426,办公室科员,协助工委会调研、会务安排和文秘收发工作,,,False,0,False,0,1
426,"经济学,法学,公共管理类 ","公共管理类,经济学,法学",综合管理,二年,学士,本科及以上,427,1,黄浦区,具有两年以上基层工作经历的人员,中共党员,区府办,1410427,综合科科员,从事文字、会务、综合事务协调工作,有较强的组织协调、文字表达能力，计算机操作熟练，有良好的团队协作精神，身体素质好。,,False,0,False,0,1
427,"电子商务类,经济与贸易类,工商管理类 ","经济学,管理学",综合管理,二年,不限,本科及以上,428,1,黄浦区,具有两年以上基层工作经历的人员,不限,商务委,1410428,商区建设科科员,协助草拟和实施区域电子商务发展规划，指导、推进电子商务发展和传统企业电商化转型等工作。,因与外资企业联络沟通的需要，要求英语会话流利。,需具有2年以上电子商务单位工作经验。,False,0,False,0,1
428,"会计学,审计学",会计学,财务管理,二年,学士,本科及以上,429,1,黄浦区,具有两年以上基层工作经历的人员,不限,审计局,1410429,资源环保审计科科员,开展政府投资基建项目审计,具有两年以上相关工作经历的人员,,False,0,False,0,1
429,"土木工程,城乡规划,风景园林 ",,城市建设管理,二年,学士,本科,430,1,黄浦区,具有两年以上基层工作经历的人员,不限,市政委,1410430,市容管理科科员,市容管理实地巡查，分析市容管理现状及做好协调、统计工作,,市容管理一线工作，要承担夜间道路巡查任务，较适合男性,False,0,True,1,1
430,公共管理类,,城市建设管理,二年,学士,本科,431,1,黄浦区,具有两年以上基层工作经历的人员,不限,住房保障局,1410431,行政办公室科员,协助办公室主任做好办公室日常行政事务和文秘工作，协助起草各种公文、报告等相关文书资料，承担本单位翻译职责，做好各种会议的记录及会务工作，其他临时交办工作：防汛、防台期间到建筑工地的巡视检查，夜间值班、到户外现场协调管理等。,大学英语六级合格或成绩425分及以上，具有2年以上文案工作经历。,,False,0,False,0,1
431,行政管理,,综合管理,二年,学士,本科,432,1,黄浦区,具有两年以上基层工作经历的人员,中共党员,纪委（监察局）,1410432,办公室科员,协助起草文件，单位计算机应用维护管理等,具有较高的计算机应用管理水平,,False,0,False,0,1
432,不限,不限,综合管理,二年,学士,本科及以上,433,1,黄浦区,具有两年以上基层工作经历的人员,中共党员,社会工作党委,1410433,党建科科员,负责联系指导非公企业党建工作；负责党员党组织信息日常维护；党建信息编报、网络维护；科室档案资料整理；,热爱、熟悉党务工作，有一年以上党务工作经历的有志者,,False,0,False,0,1
433,不限,不限,综合管理,二年,学士,本科及以上,434,1,黄浦区,具有两年以上基层工作经历的人员,不限,信访办,1410434,来信来访科科员,"来信来访接待，数据统计分析,网络维护管理及相关文字处理。",,1、日常工作需受理群众信访，因此需具备熟练听讲上海方言能力。2、有群众工作经历或具备一定的网络管理能力者优先考虑。,False,0,False,0,1
