,专业本科,专业研究生,专业考试,基层工作最低年限,学位要求,学历要求,序号,招录人数,招录机关,招考对象,政治面貌,用人单位(部门),职位代码,职位名称,职位简介,其他条件,备注,gsr_f,gsr_f_no,gsr_m,gsr_m_no,job_no
172,"会计学,财务管理,审计学",不限,财务管理,二年,学士,本科及以上,173,1,市检察院,具有两年以上基层工作经历的人员,不限,上海市人民检察院第二分院,1610173,司法行政人员,根据职位职责要求，从事政工党务、纪检监察、行政事务、后勤管理等司法行政工作。,1、大学本科及硕士研究生阶段均为全日制；2、具有会计从业资格证。,1、该职位实行分类招录、分类管理，录用后不能转任为检察官助理；2、具有助理会计师以上资格者优先；3、具有财务、审计工作经历者优先。,False,0,False,0,1
173,法学,,政法,二年,学士,本科,174,1,市检察院,具有两年以上基层工作经历的人员,中共党员或共青团员,上海市人民检察院第三分院（铁检分院）,1610174,司法警察,根据法律规定和相关职责要求，办理传唤、押解、看管等强制性事项，参与搜查、执行拘传，协助执行其他强制措施，预防、制止妨碍检察活动的违法犯罪行为，维护检察工作秩序。,1、具备人民警察录用条件；2、大学本科阶段为全日制。,1、该职位实行分类招录、分类管理，录用后不能转任检察官助理；2、熟悉本地方言者优先；3、具备机动车驾驶证者优先；4、因工作性质特殊，男性优先。,False,0,True,1,1
174,档案学,不限,综合管理,二年,学士,本科及以上,175,1,市检察院,具有两年以上基层工作经历的人员,中共党员,上海市人民检察院第一分院,1610175,司法行政人员,根据职位职责要求，从事政工党务、纪检监察、行政事务、后勤管理等司法行政工作。,大学本科及硕士研究生阶段均为全日制。,1、该职位实行分类招录、分类管理，录用后不能转任为检察官助理；2、有档案工作经验者优先。,False,0,False,0,1
175,财务管理,不限,财务管理,二年,学士,本科及以上,176,1,市检察院,具有两年以上基层工作经历的人员,中共党员,上海市人民检察院第一分院,1610176,司法行政人员,根据职位职责要求，从事政工党务、纪检监察、行政事务、后勤管理等司法行政工作。,大学本科及硕士研究生阶段均为全日制。,1、该职位实行分类招录、分类管理，录用后不能转任为检察官助理；2、硕士专业为财务管理，熟悉工资福利工作者优先。,False,0,False,0,1
176,中国语言文学类,中国语言文学类,综合管理,二年,硕士,硕士研究生,177,2,市检察院,具有两年以上基层工作经历的人员,中共党员,上海市人民检察院第一分院,1610177,司法行政人员,根据职位职责要求，从事政工党务、纪检监察、行政事务、后勤管理等司法行政工作。,大学本科及硕士研究生阶段均为全日制。,1、该职位实行分类招录、分类管理，录用后不能转任为检察官助理；2、有较强的文字工作能力者优先；3、有文字工作经验者优先。,False,0,False,0,2
177,,中国语言文学类,综合管理,二年,硕士,硕士研究生及以上,178,1,市残联,具有两年以上基层工作经历的人员,中共党员,办公室,1610178,政策调研,负责综合性文字材料和有关调研报告的起草、政务信息发布等工作，具备协调沟通和组织调研的能力,具有政策研究相关工作经历，有较强的文字功底,,False,0,False,0,1
178,,法学类,政法,二年,硕士,硕士研究生及以上,179,1,市残联,具有两年以上基层工作经历的人员,中共党员,维权处,1610179,政策法规,负责法律法规的制定、修订和普法宣传等工作。,有较丰富的法律工作经验，具有一定政治理论水平和组织协调能力；有律师资格证书者优先考虑。,,False,0,False,0,1
179,新闻传播学类,新闻传播学类,综合管理,二年,学士,本科及以上,180,1,市残联,具有两年以上基层工作经历的人员,中共党员,宣文处,1610180,宣传文化,负责新闻宣传的策划和实施，文化艺术工作的组织协调。,具有较强的组织协调和管理能力，有传媒或艺术工作经历者优先考虑。,,False,0,False,0,1
180,不限,不限,综合管理,二年,学士,本科及以上,181,2,市社联,具有两年以上基层工作经历的人员,不限,办公室,1610181,主任科员及以下,信息及行政管理。承担社科信息的收集、整理和分析报告及有关行政事务管理等。,本科专业、研究生专业为人文社科类的皆可报考。具有一定的社会科学专业知识和理论基础，能够掌握理论研究动态；具有较强的信息搜索及编辑能力；具有财务工作基础或相关工作经验者优先。,,False,0,False,0,2
181,,"艺术学类,中国语言文学类",综合管理,二年,硕士,硕士研究生及以上,182,1,市文联,具有两年以上基层工作经历的人员,不限,上海市书法家协会,1610182,主任科员及以下,负责会员的联络、管理以及服务等工作,熟悉党的文艺方针、政策，具有一定的政策理论水平和书法专业知识，具有一定的行政管理能力、组织协调能力、综合分析能力和文字工作能力，有一定的联络、管理和服务工作的经验，书法学专业优先。,,False,0,False,0,1
182,"艺术学,文学","艺术学类,文学",综合管理,二年,学士,本科及以上,183,1,市文联,具有两年以上基层工作经历的人员,不限,上海市戏剧家协会,1610183,主任科员及以下,负责会员的联络、管理以及服务等工作,熟悉党的文艺方针、政策，具有一定的政策理论水平和戏剧专业知识，具有一定的行政管理能力、组织协调能力、综合分析能力和文字工作能力。有一定的联络、管理和服务工作的经验，戏剧类专业优先。,,False,0,False,0,1
183,音乐学,音乐学,综合管理,二年,学士,本科及以上,184,1,市文联,具有两年以上基层工作经历的人员,不限,上海音乐家协会,1610184,主任科员及以下,负责会员的联络、管理以及服务等工作,熟悉党的文艺方针、政策，具有一定的政策理论水平和音乐专业知识，有较强的网站编辑能力，具有团队合作精神和良好的沟通能力，能撰写各类公文及艺术评论文章，具有大型音乐活动独立策划组织经验，至少熟练掌握一门乐器。,,False,0,False,0,1
184,不限,不限,综合管理,二年,学士,本科及以上,185,1,市文联,具有两年以上基层工作经历的人员,中共党员,组织人事处,1610185,主任科员及以下,负责文联系统干部、人事工作的具体管理工作。,熟悉干部工作、人事工作的政策规定，具有一定的政策理论水平和干部人事工作经验，具有较强的组织协调能力、综合分析能力、语言文字能力。,,False,0,False,0,1
185,中国语言文学类,中国语言文学类,综合管理,二年,学士,本科及以上,186,1,市作协,具有两年以上基层工作经历的人员,不限,创作联络室,1610186,业务联络,在创联室主任领导下进行工作。与会员保持密切联系并做好服务工作，具体协调组织开展文学活动，完成领导交办的其他任务。要求有较丰富的文学知识和较强的文字、组织协调、综合分析能力,熟悉计算机网络操作，具有文学类网页内容编辑经验者优先考虑,,False,0,False,0,1
186,财务管理,会计学,财务管理,二年,学士,本科及以上,187,1,市法学会,具有两年以上基层工作经历的人员,不限,市法学会,1610187,财务,负责财务计划，经费预算管理、业务核算管理和财务信息、报表的提供等工作。,具有会计从业资格证书、助理会计师、注册会计师、中级会计师等职称。,,False,0,False,0,1
187,"法学,新闻学",,综合管理,二年,学士,本科,188,1,对外文协,具有两年以上基层工作经历的人员,中共党员,市对外文协,1610188,科员,负责公众平台信息采编、发布及维护管理，单位法制建设等工作。,有较强的组织协调能力、文字表达能力和较好的计算机操作能力，大学英语六级合格或成绩425分及以上。,有网络宣传工作经历者优先。,False,0,False,0,1
188,"会计学,财务管理,财政学",,财务管理,二年,学士,本科,189,1,对外文协,具有两年以上基层工作经历的人员,中共党员,市对外文协,1610189,科员,出纳，负责单位银行账户、票据、单位现金管理，确保安全。做好报销支付、财务数据制作与传递工作及其他。,具备职业资格条件和会计上岗证，熟悉单一账务工作流程及业务操作，熟悉出纳岗位操作流程及需要的岗位知识。了解相关的法律、法规、规章及行政事业单位会计制度，熟悉计算机操作。,有行政事业单位财务工作经历者优先。,False,0,False,0,1
189,"行政管理,汉语言文学,新闻学",不限,综合管理,二年,学士,本科及以上,190,1,市科协,具有两年以上基层工作经历的人员,中共党员,办公室,1610190,副主任科员及以下岗位,承担公文起草、文字处理、信息撰写等工作；负责合作交流、行政接待工作；负责综合治理及其他机关内部事务管理工作。,具有较强的组织协调能力，文字处理能力、语言表达能力、人际沟通能力以及计算机操作能力。,具有两年以上相关工作经历者优先。,False,0,False,0,1
190,"财政学类,经济学类,金融学类",不限,财务管理,二年,学士,本科及以上,191,1,市科协,具有两年以上基层工作经历的人员,中共党员,综合财务处,1610191,副主任科员及以下岗位,负责财务综合管理，从事预算、决算、内部审计、资产及资金管理、财务制度落实等相关工作。,熟悉国家财经政策、法规以及相关业务知识，从事财经、财务管理相关工作二年以上，具有较强的文字写作、日常公文处理、沟通协调力和调研分析的能力，计算机操作熟练。,本科专业须符合条件，研究生阶段可为经济学类、法学类、管理学类专业。具有会计师、经济师中、高级职称者优先。,False,0,False,0,1
191,"法学类,社会学类,公共管理类","法学类,社会学类,公共管理类",综合管理,二年,学士,本科及以上,192,1,市红十字会,具有两年以上基层工作经历的人员,不限,综合办公室,1610192,综合管理职位主任科员及以下,文稿撰写、起草并审核合同文本，会务组织、活动策划，与外部的沟通、联系、协调等工作。,具有较强的组织协调能力和文字、语言表达能力。,具有法律专业知识或会计师职称的优先。,False,0,False,0,1
192,,不限,综合管理,二年,硕士,硕士研究生,193,1,欧美同学会,具有两年以上基层工作经历的人员,不限,市欧美同学会,1610193,联络部干事,市欧美同学会联络部干事，从事外事专管员工作，联络国内外留学人员团体、驻沪各国领事馆，开展各种形式的民间外交活动，撰写讲话稿、总结、专报等。,全日制硕士研究生毕业，文字能力强，英语水平良好，善于交流沟通，有责任感。,,False,0,False,0,1
193,不限,,综合管理,二年,学士,本科,194,1,上海中华职业教育社,具有两年以上基层工作经历的人员,不限,办公室,1610194,综合管理职位副主任科员及以下,负责文稿起草、文书处理和信息工作。,具有较强的政治理论水平、文字处理和编辑能力，有一定的文稿起草工作经验。有时工作需要下基层和出差。,,False,0,False,0,1
194,"统计学类,经济统计学","统计学,数量经济学",综合管理,二年,学士,本科及以上,195,1,上海市张江高新区管委会,具有两年以上基层工作经历的人员,不限,发展规划处,1610195,统计分析职位主任科员及以下,组织张江高新区统计、分析工作，撰写园区年度发展报告。,具有较好的经济学、统计学基础知识，有较强的数据处理能力和文字表达能力。,,False,0,False,0,1
195,,"法学,经济学,工学",综合管理,二年,硕士,硕士研究生及以上,196,1,上海市张江高新区管委会,具有两年以上基层工作经历的人员,不限,政策研究处,1610196,政策研究职位主任科员及以下,参与国内外科技园区发展趋势和相关问题研究，组织创新创业政策调研和评估，提出促进园区、企业和经济社会发展政策创新建议。,熟悉国内外创新创业政策，有较强组织研究能力、文字功底和组织协调能力，有软科学课题研究经验。,,False,0,False,0,1
196,计算机科学与技术,,综合管理,五年以上,学士,本科,197,1,浦东新区,具有两年以上基层工作经历的人员,中共党员,北蔡镇,1610197,人事管理职位科员,从事干部工资核定发放、人事信息系统管理、档案信息系统维护等工作。,能熟练掌握应用办公自动化软件，具有较高的计算机操作能力。,具有人力资源或档案管理等相关工作经历者优先。乡镇公务员职位,False,0,False,0,1
197,,新闻传播学类,综合管理,二年,硕士,硕士研究生,198,1,浦东新区,具有两年以上基层工作经历的人员,中共党员,北蔡镇,1610198,办公室科员,从事政府报告的撰写、经济社会情况分析及政策研究、来访接待、办文办会、与相关部门沟通协调以及领导交办的其他事项。,需具有深厚的文字功底和较强的综合文稿处理能力，擅长撰写各类文稿，熟练各种公文写作，且熟悉舆情应对，须具有文秘相关工作经验。,乡镇公务员职位,False,0,False,0,1
198,"农学,管理学",,综合管理,二年,不限,本科,199,1,浦东新区,具有两年以上基层工作经历的人员,中共党员,曹路镇,1610199,种植业管理职位科员,现代农业种植经营、农业标准化指导、服务管理等工作。,具备组织、协调、沟通能力、熟悉农林水事务，具有相关工作经历者优先。,乡镇公务员职位。,False,0,False,0,1
199,不限,,综合管理,二年,学士,本科,200,1,浦东新区,具有两年以上基层工作经历的人员,不限,大团镇,1610200,党群办科员,负责基层党组织建设和人事管理、党群工作等。,,乡镇公务员职位,False,0,False,0,1
200,"哲学,法学",,综合管理,二年,学士,本科,201,1,浦东新区,具有两年以上基层工作经历的人员,中共党员,东明路街道,1610201,社区党建办公室科员,主要承担社区党委日常工作；负责落实基层党建责任制；抓好基层服务型党组织建设、区域化党建和“两新”组织党建、居民区党建工作,具有一定的党务工作经验及较强的文字写作能力,,False,0,False,0,1
201,不限,不限,综合管理,二年,学士,本科及以上,202,1,浦东新区,具有两年以上基层工作经历的人员,不限,东明路街道,1610202,社区管理办公室科员,负责市容环境、环保绿化、“三违”整治等日常管理、协调工作,,,False,0,False,0,1
202,不限,,政法,五年以上,学士,本科,203,1,浦东新区,具有两年以上基层工作经历的人员,不限,东明路街道,1610203,信访办科员,协助主任做好信访工作任务落实，处理群众来信来访,能尽快适应并独立完成一般性突发矛盾问题的处置，具有较强的沟通协调能力,,False,0,False,0,1
203,不限,不限,综合管理,二年,学士,本科及以上,204,1,浦东新区,具有两年以上基层工作经历的人员,中共党员,高桥镇,1610204,党政办公室科员,1、日常办文、办会工作；2、撰写内部信息、协助信息办开展工作；3、完成政务公开工作，协助办公室内部事务管理；4、完成领导交办的其他工作。,1、有较强的文字写作能力和口头表达能力；2、熟悉行政机关文书写作；3、具有较强的计算机操作能力；4、有一定的政策把握及沟通协调能力。,乡镇公务员职位,False,0,False,0,1
204,公共管理类,,综合管理,二年,学士,本科,205,1,浦东新区,具有两年以上基层工作经历的人员,中共党员,高行镇,1610205,办公管理科员,负责综合文字、调研等工作，为领导科学决策提供建议和服务；负责组织、协调和处理重要活动、会务等综合管理工作。,具有较强的文字能力和对内对外沟通能力。需具有办公室相关工作经验。,乡镇公务员职位,False,0,False,0,1
205,,公共管理类,综合管理,二年,硕士,硕士研究生,206,1,浦东新区,具有两年以上基层工作经历的人员,不限,规土局,1610206,土地综合计划处科员,负责土地整理复垦开发、耕地占补平衡管理、基本农田保护管理工作,,,False,0,False,0,1
206,建筑类,,城市建设管理,五年以上,学士,本科,207,1,浦东新区,具有两年以上基层工作经历的人员,中共党员,航头镇,1610207,规划办科员,负责村镇规划、建设、管理、危旧房屋检测、集体资产房屋建设等相关工作。,两年以上建设和管理工作经验。熟悉相关政策，具有较强的文字和语言表达、综合分析、组织协调等能力。,乡镇公务员职位,False,0,False,0,1
207,不限,不限,综合管理,二年,学士,本科及以上,208,1,浦东新区,具有两年以上基层工作经历的人员,不限,合庆镇,1610208,经发办科员,主要负责走访、联系、服务企业；加强“三高一低”企业整治，推进产业结构调整、清洁能源替代、工业建设用地减量化；协调安委会、消委会，做好各项综合治理工作等。,,乡镇公务员职位,False,0,False,0,1
208,公共管理类,不限,综合管理,二年,学士,本科及以上,209,1,浦东新区,具有两年以上基层工作经历的人员,不限,合庆镇,1610209,农发办科员,主要负责加强食用农产品安全监管；协助做好农村建设规划布局、村庄改造长效管理；基本农田保护源头控制等工作。,,"乡镇公务员职位。研究生报考本职位,需符合本科阶段专业要求。",False,0,False,0,1
209,会计学,,财务管理,五年以上,学士,本科,210,1,浦东新区,具有两年以上基层工作经历的人员,中共党员,花木街道,1610210,党政办公室科员,负责单位财务相关工作，包括编制预算、决算，日常会计核算，会计财务处理等工作。,具有会计上岗证,,False,0,False,0,1
210,工程管理,,综合管理,五年以上,学士,本科,211,1,浦东新区,具有两年以上基层工作经历的人员,中共党员,花木街道,1610211,社区管理办公室科员,负责工程项目申报、前期建设管理等。,具有全国CAD计算机绘图中级证书,有工程项目相关工作经验者优先,False,0,False,0,1
211,不限,,信息管理,五年以上,学士,本科,212,1,浦东新区,具有两年以上基层工作经历的人员,中共党员,环保市容局,1610212,办公室（政策法规处）主任科员及以下,负责办理和实施信息公开、电子政务、信息化系统维护管理等相关工作,具有计算机相关专业中级职称。具有信息化项目工作经历和行政法相关实践经验，熟悉城市管理工作及相关信息化系统。,,False,0,False,0,1
212,工程管理,不限,城市建设管理,二年,学士,本科及以上,213,1,浦东新区,具有两年以上基层工作经历的人员,不限,环保市容局,1610213,计划财务处科员,负责本系统财力投资计划项目管理、推进、协调、投资控制等工作,具有较好的沟通协调能力，有工程管理公司和代建公司工作经验的优先,"研究生报考本职位,需符合本科阶段专业要求。",False,0,False,0,1
213,,法学类,政法,二年,硕士,硕士研究生及以上,214,1,浦东新区,具有两年以上基层工作经历的人员,不限,环保市容局,1610214,环境影响评价处(生态处）科员,负责环境保护和生态建设法律法规的实施，协助开展法律宣传和信访调处，负责法律文书的信息公开。,熟悉环保相关法律法规,,False,0,False,0,1
214,林学类,,城市建设管理,五年以上,学士,本科,215,1,浦东新区,具有两年以上基层工作经历的人员,不限,环保市容局,1610215,林业管理处科员,负责林业规划、建设和资源管理。,熟悉林业规划、建设和资源管理政策法规，具有林业相关工作经历,,False,0,False,0,1
215,,交通运输工程类,城市建设管理,五年以上,硕士,硕士研究生,216,1,浦东新区,具有两年以上基层工作经历的人员,不限,环保市容局,1610216,市政设施管理处科员,负责交通标志标线等设施的招投标、预决算、技术审核等工作。,,熟悉标志标线相关法律和标准，具有相关工作经验者优先,False,0,False,0,1
216,"会计学,审计学",会计学,财务管理,二年,学士,本科及以上,217,1,浦东新区,具有两年以上基层工作经历的人员,中共党员,环保市容局,1610217,监察审计室科员,负责对本系统各单位预算执行情况、财务收支情况、工程建设项目、经济责任等进行审计监察管理，并经常组织财务监察和工作效能督查。,具有审计或会计专业初级以上职称。有相关工作经验的优先。,考生本科和研究生阶段所学专业，有一阶段符合岗位要求即可。,False,0,False,0,1
217,城乡规划,城市规划与设计,城市建设管理,二年,学士,本科及以上,218,1,浦东新区,具有两年以上基层工作经历的人员,不限,建交委,1610218,综合规划处科员,组织编制道路（公路）、公共交通、公共停车场（库）、内河航道中长期发展规划和专项规划等,,考生本科和研究生阶段所学专业，有一阶段符合岗位要求即可。,False,0,False,0,1
218,"道路桥梁与渡河工程,交通工程","交通运输工程类,桥梁与隧道工程",城市建设管理,二年,学士,本科及以上,219,1,浦东新区,具有两年以上基层工作经历的人员,不限,建交委,1610219,综合规划处科员,负责组织区级财力道路（公路）、交通设施、公共停车场（库）、内河航道、市政排水项目前期储备研究以及新建、改扩建项目建议书和可行性研究报告编制；组织开展重大项目前瞻性研究和专项技术研究，负责市政工程项目初步设计审批和相关技术管理等,,考生本科和研究生阶段所学专业，有一阶段符合岗位要求即可。,False,0,False,0,1
219,,"经济学,管理学",经济管理,二年,硕士,硕士研究生及以上,220,1,浦东新区,具有两年以上基层工作经历的人员,不限,金融服务局,1610220,金融研究职位科员,做好宏观经济、金融形势、金融与地方经济发展等金融前沿、热点问题的研究分析，推动金融与其他产业联动发展等相关工作，起草相关政策文件、研究调查报告等相关工作,有较强的经济理论功底、文字表达能力,具有两年以上金融业从业经历,False,0,False,0,1
220,"经济学,管理学","经济学,管理学",经济管理,二年,学士,本科及以上,221,1,浦东新区,具有两年以上基层工作经历的人员,不限,金融服务局,1610221,金融项目推进职位科员,做好与金融监管部门和金融机构的联系沟通，金融建设中重大项目的计划管理、推动协调、政策兑现、服务联络金融机构等相关工作,有较强的文字表达、综合协调能力,具有两年以上金融业从业经历,False,0,False,0,1
221,工学,工学,综合管理,二年,学士,本科及以上,222,1,浦东新区,具有两年以上基层工作经历的人员,不限,金杨新村街道,1610222,社区管理办公室科员,负责小区综合治理和整治；负责来信来访工作；负责生态环境建设。,,考生本科和研究生阶段所学专业，有一阶段符合岗位要求即可。,False,0,False,0,1
222,不限,不限,综合管理,二年,学士,本科及以上,223,1,浦东新区,具有两年以上基层工作经历的人员,不限,金杨新村街道,1610223,社区服务办公室科员,负责辖区常住户籍和流动的人口计划生育管理、目标管理及日常性工作，计划生育执法工作，计划生育业务培训指导工作。,有医学背景优先,,False,0,False,0,1
223,行政管理,行政管理,综合管理,二年,学士,本科及以上,224,1,浦东新区,具有两年以上基层工作经历的人员,不限,金杨新村街道,1610224,社区平安办公室（信访办）科员,负责平安创建、治安防范、信访接待、矛盾调解等工作,具有良好的沟通协调能力和文字表达能力，熟悉计算机操作。,考生本科和研究生阶段所学专业，有一阶段符合岗位要求即可。,False,0,False,0,1
224,新闻传播学类,新闻传播学类,综合管理,二年,学士,本科及以上,225,1,浦东新区,具有两年以上基层工作经历的人员,不限,金杨新村街道,1610225,社区综合事务办公室科员,负责与媒体的联系及沟通，组织开展党的路线、方针、政策宣传，挖掘和宣传社区典型人物和典型事迹,,考生本科和研究生阶段所学专业，有一阶段符合岗位要求即可。,False,0,False,0,1
225,工学,工学,综合管理,二年,学士,本科及以上,226,1,浦东新区,具有两年以上基层工作经历的人员,不限,科委,1610226,科技管理处科员,从事科技创新政策的制订与研究和科技项目管理,具有相关工作经历者优先,,False,0,False,0,1
226,经济学,经济学,经济管理,二年,学士,本科及以上,227,1,浦东新区,具有两年以上基层工作经历的人员,不限,老港镇,1610227,经发办科员,从事经济发展、运行情况的分析和对本地区各类经济组织的协调和服务等工作。,,乡镇公务员职位。考生本科和研究生阶段所学专业，有一阶段符合岗位要求即可。,False,0,False,0,1
227,不限,,综合管理,二年,学士,本科,228,1,浦东新区,具有两年以上基层工作经历的人员,不限,陆家嘴街道,1610228,社区管理办公室科员,组织协调住宅小区综合管理工作,具有较强的沟通协调能力,,False,0,False,0,1
228,社会学类,不限,综合管理,二年,学士,本科及以上,229,1,浦东新区,具有两年以上基层工作经历的人员,不限,陆家嘴街道,1610229,社区自治办科员,动员社会力量参与社区共治、自治工作,,研究生报考本职位，需符合本科阶段专业要求。,False,0,False,0,1
229,,"公共管理类,社会学类",综合管理,二年,硕士,硕士研究生及以上,230,2,浦东新区,具有两年以上基层工作经历的人员,不限,民政局,1610230,社会团体管理处科员,负责社会组织培育发展政策的研究、制定及实施；社会组织监督管理工作的执行和实施。,具有社会组织相关工作经历,,False,0,False,0,2
230,,社会学类,综合管理,二年,硕士,硕士研究生及以上,231,1,浦东新区,具有两年以上基层工作经历的人员,不限,民政局,1610231,基层政权和社区建设处科员,负责社会工作政策研究、制定和推进执行；对社工机构的联系服务以及政府购买服务项目的监管和协调。,需具有两年以上在社会组织工作经历,,False,0,False,0,1
231,"管理科学与工程类,土木类",不限,城市建设管理,二年,学士,本科及以上,232,1,浦东新区,具有两年以上基层工作经历的人员,不限,南码头路街道,1610232,党政办科员,负责做好街道实事项目计划推进、质量安全等工作。,具有计算机操作能力，良好沟通协调能力。具有工程建设或预决算管理经验者优先。,"研究生报考本职位,需符合本科阶段专业要求。",False,0,False,0,1
232,不限,不限,综合管理,二年,学士,本科及以上,233,1,浦东新区,具有两年以上基层工作经历的人员,中共党员,南码头路街道,1610233,社区党建办科员,负责社区党建等综合文稿的起草；负责社区党建工作的组织、管理、协调等。,具有较强的组织协调和文字综合能力。,具有基层党建工作经历者优先。,False,0,False,0,1
233,"中国语言文学类,新闻传播学类",不限,综合管理,二年,学士,本科及以上,234,1,浦东新区,具有两年以上基层工作经历的人员,不限,泥城镇,1610234,办公室科员,负责办公室的文秘、信息、机要和保密工作，做好档案收集、整理等工作。按要求完成有关报告、文稿的起草、修改工作。,中共党员和有相关工作经验者优先,"乡镇公务员职位。研究生报考本职位,需符合本科阶段专业要求。",False,0,False,0,1
234,"会计学,财务管理,审计学",,财务管理,二年,学士,本科,235,1,浦东新区,具有两年以上基层工作经历的人员,不限,浦兴路街道,1610235,党政办公室科员,从事财务管理工作，包括编制预算、决算，日常会计核算，会计财务处理等工作。,具有会计上岗证，熟悉财务相关政策，具有2年以上财务工作经历。,,False,0,False,0,1
235,不限,不限,综合管理,二年,学士,本科及以上,236,1,浦东新区,具有两年以上基层工作经历的人员,中共党员,浦兴路街道,1610236,社区党建办公室科员,协助做好社区党建推进、负责居民区党组织建设、制度建设及党员的教育、管理和发展工作。,具有较强的语言文字表达能力和组织协调能力。具有社区工作经历者优先。,,False,0,False,0,1
236,中国语言文学类,,综合管理,五年以上,学士,本科,237,1,浦东新区,具有两年以上基层工作经历的人员,中共党员,区府办,1610237,综合处（督查处）科员,负责政务信息调研、信息简报写作和编发；完成领导交办的其他工作,有较强的文字和语言表达能力、综合分析能力、组织协调能力，能熟练起草各类文稿、简报等。,,False,0,False,0,1
237,,"经济学,管理学",综合管理,二年,硕士,硕士研究生及以上,238,1,浦东新区,具有两年以上基层工作经历的人员,不限,区府办,1610238,政策研究处科员,负责各类文稿起草、公文撰写；战略研究和预测分析；完成领导交办其他各项工作,有较强的文字写作能力，研究分析能力，责任心强，工作主动；有较宽的知识面；熟悉计算机知识、掌握操作技能。,,False,0,False,0,1
238,,经济学,经济管理,二年,硕士,硕士研究生及以上,239,1,浦东新区,具有两年以上基层工作经历的人员,中共党员,区委办,1610239,政策研究处科员,文稿起草、综合调研,,,False,0,False,0,1
239,"环境科学与工程类,食品科学与工程类,公共管理类",,综合管理,二年,学士,本科,240,1,浦东新区,具有两年以上基层工作经历的人员,不限,上钢新村街道,1610240,社区管理办公室科员,从事城市绿化、市容管理、食品安全等社区管理相关工作。,熟悉城市绿化、市容管理、食品安全相关法律法规，有较强的工作责任心，具有较强的组织计划和综合协调能力。,,False,0,False,0,1
240,经济学,不限,经济管理,二年,学士,本科及以上,241,1,浦东新区,具有两年以上基层工作经历的人员,不限,上海自贸试验区管委会保税区管理局,1610241,经济发展处科员,"参与保税区经济发展相关工作,推动贸易平台建设及贸易便利化措施推进工作,配合开展招商引资和企业服务相关工作。",,,False,0,False,0,1
241,,应用经济学类,经济管理,二年,硕士,硕士研究生及以上,242,1,浦东新区,具有两年以上基层工作经历的人员,不限,上海自贸试验区管委会政策研究局,1610242,政策研究职位科员,从事自贸试验区文稿起草、政策研究等工作。,,,False,0,False,0,1
242,,"环境科学,环境工程",城市建设管理,二年,硕士,硕士研究生,243,1,浦东新区,具有两年以上基层工作经历的人员,中共党员,审计局,1610243,审计处科员,组织和独立开展资源环境审计业务,拥有环境工程相关专业工程师职称，具有一定的文字水平、综合分析能力、沟通协调能力。,,False,0,False,0,1
243,不限,,政法,二年,学士,本科,244,1,浦东新区,具有两年以上基层工作经历的人员,不限,司法局,1610244,三林司法所科员,负责对辖区内矫正人员（服刑人员）的监管矫正、刑释解教人员的安置帮教、社区人民调解、纠纷化解、维稳、法制宣传等工作。,,,False,0,False,0,1
244,不限,,政法,二年,学士,本科,245,1,浦东新区,具有两年以上基层工作经历的人员,中共党员,司法局,1610245,周家渡司法所科员,从事人民调解工作，协调、解决社区内各类民间纠纷的调解工作，参与重大疑难民间纠纷及群体性矛盾调处等法律服务工作。从事社区矫正人员、社康社戒人员等的教育和管理工作。,具有较好的语言表达及公文写作能力，有较强的组织协调沟通能力，具有相关司法行政或法律工作经验者优先。,,False,0,False,0,1
245,管理学,,综合管理,二年,不限,本科,246,1,浦东新区,具有两年以上基层工作经历的人员,中共党员,塘桥街道,1610246,社区队伍建设办公室科员,负责街道干部工作、编制工作等管理工作。,具有基层社区工作经历的优先，具有较强的文字表达能力和口头表达能力。,,False,0,False,0,1
246,工学,,城市建设管理,五年以上,学士,本科,247,1,浦东新区,具有两年以上基层工作经历的人员,不限,塘桥街道,1610247,社区管理办公室科员,负责市容卫生管理工作。,,,False,0,False,0,1
247,文学,,综合管理,二年,学士,本科,248,1,浦东新区,具有两年以上基层工作经历的人员,中共党员,塘桥街道,1610248,社区党建办公室科员,负责社区日常党建工作。,具有2年以上党务工作经历；具有较强的语言文字水平和口头表达能力，较强的组织协调和政策把握能力。,,False,0,False,0,1
248,会计学,,财务管理,五年以上,学士,本科,249,1,浦东新区,具有两年以上基层工作经历的人员,中共党员,塘桥街道,1610249,党政办公室科员,承担日常财务工作。,具有基层社区工作经验者优先，熟练操作各类office软件。,,False,0,False,0,1
249,不限,不限,综合管理,二年,学士,本科及以上,250,1,浦东新区,具有两年以上基层工作经历的人员,不限,潍坊街道,1610250,社区平安办公室科员,负责社区综合管理、平安创建、治安防范、外来人员管理等工作。,具备较强的语言、文字表达、沟通协调和组织能力；计算机操作熟练。,具有相关工作经历者优先。,False,0,False,0,1
250,不限,不限,综合管理,二年,学士,本科及以上,251,1,浦东新区,具有两年以上基层工作经历的人员,中共党员,潍坊街道,1610251,社区队伍建设办公室科员,负责干部人事、工资福利、档案管理等工作。,具备较强的语言、文字表达、沟通协调和组织能力；计算机操作熟练。,具有相关工作经历者优先。,False,0,False,0,1
