,专业本科,专业研究生,专业类别,基层工作最低年限,学位要求,学历要求,序号,招录人数,招录机关,招考对象,政治面貌,用人单位(部门),职位代码,职位名称,职位简介,其他条件,备注,gsr_f,gsr_f_no,gsr_m,gsr_m_no,job_no
352,,"应用经济学类,公共管理类 ",经济管理,二年,硕士,硕士研究生,353,1,普陀区,具有两年以上基层工作经历的人员,不限,发改委,1710353,综合改革科科员,统筹协调本区经济、社会发展改革；参与研究、衔接本区专项经济、社会发展改革方案，协调推进专项改革；统筹协调区经济体制和社会发展改革试点工作。,熟悉经济管理的基本理论，具有较强的语言文字、综合协调、数据分析等能力。政治素质好。,,False,0,False,0,1
353,"新闻传播学类,中国语言文学类,公共管理类  ","新闻传播学类,中国语言文学类 ",综合管理,二年,学士,本科及以上,354,1,普陀区,具有两年以上基层工作经历的人员,不限,科委,1710354,办公室科员,从事信息、文字材料写作，公文办理等工作。,本科或研究生任一阶段专业符合要求即可。具有较强的写作能力、协调沟通能力，熟悉机关公文办理。,,False,0,False,0,1
354,法学 ,法学 ,政法,二年,学士,本科及以上,355,1,普陀区,具有两年以上基层工作经历的人员,不限,司法局,1710355,基层工作科科员,指导基层司法所规范化建设，指导基层人民调解工作，协调“110”公安司法联动工作。,本科或研究生任一阶段专业符合要求即可。熟悉相关法律法规，具有较强的语言文字表达能力。,,False,0,False,0,1
355,"土木类,水利类,工程管理  ","土木工程类,水利工程类 ",城市建设管理,二年,学士,本科及以上,356,1,普陀区,具有两年以上基层工作经历的人员,不限,建管委,1710356,公共管线管理科科员,从事区域内核准的燃气配套、维护工程的安全质量监督，相关行政许可，协调涉及公用管线配套等工作。,本科或研究生任一阶段专业符合要求即可。具有公用管线、市政相关工作经历和较强的综合协调能力、文字表达能力者优先。,,False,0,False,0,1
356,法学 ,,政法,二年,学士,本科,357,1,普陀区,具有两年以上基层工作经历的人员,不限,规土局,1710357,土地利用管理科科员,贯彻落实国家土地管理的法律、法规和政策；妥善协调处理土地权属争议，做好相关土地法律、法规的解释及土地管理行政应诉工作。,具有法律职业资格证书和土地管理工作经验者优先。,,False,0,False,0,1
357,临床医学 ,临床医学类 ,综合管理,二年,学士,本科及以上,358,1,普陀区,具有两年以上基层工作经历的人员,不限,卫计委,1710358,医管科科员,本区域医疗机构的设置、审批、监督、执法管理及各医疗业务条线的质控管理和考核工作。,卫生管理专业也可。本科或研究生任一阶段专业符合要求即可。,,False,0,False,0,1
358,"土木类,建筑类,管理科学与工程类  ",不限 ,城市建设管理,二年,学士,本科及以上,359,1,普陀区,具有两年以上基层工作经历的人员,不限,房管局,1710359,计划配套科科员,从事新建住宅公建及市政配套管理工作。,本科阶段必须符合专业要求，研究生阶段专业不限。有较强文字、语言表达能力；有较强的组织协调和沟通能力。有住房保障和房屋管理相关工作经历者优先。,,False,0,False,0,1
359,"法学类,安全科学与工程类,公共管理类  ","法学,工商管理类,公共管理类 ",政法,二年,学士,本科及以上,360,1,普陀区,具有两年以上基层工作经历的人员,不限,安监局,1710360,监察科科员,日常监督检查、事故处理，相关企业经营许可证审批发放等。,本科或研究生任一阶段专业符合要求即可。,,False,0,False,0,1
360,"财政学,会计学,财务管理  ",不限 ,财务管理,二年,学士,本科及以上,361,1,普陀区,具有两年以上基层工作经历的人员,不限,房管局,1710361,财务科科员,从事财务管理工作。,本科阶段必须符合专业要求，研究生阶段专业不限。熟悉行政事业单位会计制度和财务核算流程，熟悉预算管理、资产管理等相关工作，熟练运用会计电算化软件，具备分析问题、解决问题的能力，并有良好的沟通和人际交往能力。,,False,0,False,0,1
361,不限 ,不限 ,财务管理,二年,不限,本科及以上,362,1,普陀区,具有两年以上基层工作经历的人员,不限,长寿路街道,1710362,党政办公室科员,从事街道财务工作，街道预、决算报表及汇总，财政资金的申请，税收申报及其他相关文字工作等。,具有会计从业资格证书或会计学专业毕业。工作耐心细致，有大局意识，服从工作安排。有相关工作经历者优先。,,False,0,False,0,1
362,不限 ,不限 ,综合管理,二年,不限,本科及以上,363,1,普陀区,具有两年以上基层工作经历的人员,中共党员,长寿路街道,1710363,社区党建办公室科员,从事居民区、“两新”政治区域化党建工作，党组织和党员管理，工作人员的人事管理等工作。,政治立场坚定，有大局意识，服从工作安排。有相关工作经历者优先。,,False,0,False,0,1
363,不限 ,不限 ,综合管理,二年,不限,本科及以上,364,1,普陀区,具有两年以上基层工作经历的人员,不限,长寿路街道,1710364,社区协作办公室科员,从事联系、服务驻区单位工作，协调解决驻区单位发展中的问题，落实驻区单位参与社区共治的相关工作。,熟悉服务企业相关政策，具有一定的沟通协调能力，有大局意识，服从工作安排。有相关工作经历者优先。,,False,0,False,0,1
364,不限 ,不限 ,综合管理,二年,不限,本科及以上,365,1,普陀区,具有两年以上基层工作经历的人员,不限,长寿路街道,1710365,社区平安办公室科员,从事信访接待、群体性矛盾处置、对特殊人群管理、教育、帮助等工作。,具有一定的沟通协调能力、应对突发事件的能力以及独立处理社会矛盾、调解群众矛盾的能力，有耐性、工作责任心强。有相关工作经历者优先。,,False,0,False,0,1
365,不限 ,不限 ,综合管理,二年,不限,本科及以上,366,1,普陀区,具有两年以上基层工作经历的人员,不限,曹杨新村街道,1710366,社区自治办公室科员,从事基层政权建设、社会组织管理、居民自治等工作。,热爱社区工作，具有一定的沟通协调能力和化解矛盾的能力，工作责任心强。有相关工作经历者优先。,,False,0,False,0,1
366,不限 ,不限 ,综合管理,二年,不限,本科及以上,367,1,普陀区,具有两年以上基层工作经历的人员,不限,曹杨新村街道,1710367,社区管理办公室科员,从事本辖区内市容环境建设、调处社区矛盾、协助辖区网格化管理等工作。,具有一定的沟通协调能力、应对突发事件的能力以及独立处理社会矛盾、调解群众矛盾的能力，有耐性、工作责任心强。有相关工作经历者优先。,,False,0,False,0,1
367,不限 ,不限 ,综合管理,二年,不限,本科及以上,368,1,普陀区,具有两年以上基层工作经历的人员,不限,曹杨新村街道,1710368,社区事业办公室科员,从事社会事业发展、社区精神文明建设、统战等工作。,热爱社区工作，具有从事社会事业及精神文明建设相关工作的基础；具备一定的组织协调、开展社会事业活动的能力，以及公文写作能力。有相关工作经历者优先。,,False,0,False,0,1
368,不限 ,不限 ,综合管理,二年,学士,本科及以上,369,1,普陀区,具有两年以上基层工作经历的人员,中共党员,长风新村街道,1710369,社区党建办公室科员,从事社区党建工作，党组织和党员管理，工作人员的人事管理等。,有较好的文字处理能力，有较强的责任心。,,False,0,False,0,1
369,不限 ,不限 ,综合管理,二年,学士,本科及以上,370,1,普陀区,具有两年以上基层工作经历的人员,不限,长风新村街道,1710370,社区服务办公室科员,组织开展社区劳动力资源、就业援助服务等工作。,熟悉相关政策，有较好的沟通协调能力和问题处理能力，有相关工作经历者优先。,,False,0,False,0,1
370,不限 ,不限 ,综合管理,二年,学士,本科及以上,371,1,普陀区,具有两年以上基层工作经历的人员,不限,长风新村街道,1710371,社区事业办公室科员,开展社区教育、文化、体育、科学等社会事业发展工作。,"较强文字处理能力、语言表达能力,有新闻和文化类从业经验者优先考虑。",,False,0,False,0,1
371,不限 ,,综合管理,二年,学士,本科,372,1,普陀区,具有两年以上基层工作经历的人员,不限,宜川路街道,1710372,党政办公室科员,财务、审计日常操作与管理。,具有会计相关知识，熟悉财务政策。有会计上岗证和财务相关工作经验优先。,,False,0,False,0,1
372,不限 ,,综合管理,二年,学士,本科,373,1,普陀区,具有两年以上基层工作经历的人员,中共党员,宜川路街道,1710373,社区党建办公室科员,基层党建相关工作。,具有较强的沟通协调能力。有从事党务工作经验者优先。,,False,0,False,0,1
373,不限 ,不限 ,综合管理,二年,学士,本科及以上,374,1,普陀区,具有两年以上基层工作经历的人员,不限,宜川路街道,1710374,社区自治办公室科员,参与基层政权建设和社会组织管理。,具有良好的组织协调能力和沟通能力，能熟练掌握计算机应用。,,False,0,False,0,1
374,不限 ,不限 ,综合管理,二年,不限,本科及以上,375,1,普陀区,具有两年以上基层工作经历的人员,不限,甘泉路街道,1710375,社区平安办公室科员,组织协调本辖区社会治安综合治理和平安建设各项工作的开展；参与社区矛盾化解和突发事件处置工作；依托群防群治开展社会面治安防范宣传；反邪教、人口管理等其他专项工作。,具有较强的文字、语言表达能力和应变、协调能力。,,False,0,False,0,1
375,"中国语言文学类,公共管理类,社会学类  ",,综合管理,二年,不限,本科,376,1,普陀区,具有两年以上基层工作经历的人员,不限,石泉街道,1710376,党政办公室科员,党工委文件起草、收发、登记、传阅，协助做好街道日常接待工作，与各科室进行有关业务的协调。,具有一定的基层工作经验，有较好的社区协调沟通和文字写作能力。具有社区工作或相关经历者优先。,,False,0,False,0,1
376,"公共管理类,社会学类 ",,综合管理,二年,不限,本科,377,1,普陀区,具有两年以上基层工作经历的人员,中共党员,石泉街道,1710377,社区党建办公室科员,实施社区党的建设，开展区域化党建，“两新”组织党建和居民区党建工作。,有较好的协调沟通和文字写作能力。有党建、人力资源工作经验者优先。具有社区工作或相关经历者优先。,,False,0,False,0,1
377,"社会学类,公共管理类 ",,综合管理,二年,不限,本科,378,1,普陀区,具有两年以上基层工作经历的人员,不限,石泉街道,1710378,社区服务办公室科员,协助开展社区帮困解困、民政救济、残疾人、老龄等工作。,有较强的语言表达和组织协调能力。熟悉相关政策者优先。具有社区工作或相关经历者优先。,,False,0,False,0,1
378,"法学,管理学,社会学类  ",,综合管理,二年,不限,本科,379,1,普陀区,具有两年以上基层工作经历的人员,不限,石泉街道,1710379,社区平安办公室科员,协助做好社区治安综合治理、矛盾纠纷排查化解、安全生产等工作。,具有较强的协调组织、应急处理能力。具有社区工作或相关经历者优先。,,False,0,False,0,1
379,不限 ,不限 ,综合管理,二年,硕士,硕士研究生及以上,380,1,普陀区,具有两年以上基层工作经历的人员,中共党员,真如镇街道,1710380,党政办公室科员,从事党工委、办事处公文起草、收发、传阅等工作；做好会务协调等办公室行政；与各科室进行有关业务的协调。,具有较强的组织协调能力和文字、语言表达能力。有相关工作经历者优先。,,False,0,False,0,1
380,社会学 ,社会学 ,综合管理,二年,硕士,硕士研究生及以上,381,1,普陀区,具有两年以上基层工作经历的人员,不限,真如镇街道,1710381,社区自治办公室科员,从事社区治理工作、开展居民自治、社会组织的指导协调工作。,本科或研究生任一阶段专业符合要求即可。具有社区工作经历者优先。,,False,0,False,0,1
381,不限 ,不限 ,综合管理,二年,不限,本科及以上,382,2,普陀区,具有两年以上基层工作经历的人员,不限,万里街道,1710382,党政办公室科员,从事行政事务、文案起草等工作。,具备较强的文字能力。中共党员优先。,,False,0,False,0,2
382,经济学类 ,经济学 ,经济管理,二年,学士,本科及以上,383,1,虹口区,具有两年以上基层工作经历的人员,不限,人大办,1710383,秘书科科员,从事办公室会务、收发文、撰稿等秘书工作。,具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,,False,0,False,0,1
383,不限 ,不限 ,综合管理,二年,学士,本科及以上,384,1,虹口区,具有两年以上基层工作经历的人员,中共党员,宣传部,1710384,新闻宣传科科员,从事新闻宣传策划、服务联络媒体等工作。,具备大学英语六级等级水平，熟练掌握计算机办公自动化操作，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,新闻传播学类专业优先。 ,False,0,False,0,1
384,不限 ,不限 ,综合管理,二年,学士,本科及以上,385,1,虹口区,具有两年以上基层工作经历的人员,中共党员,统战部,1710385,党派干部科科员,从事与各民主党派、有关人民团体的联络沟通工作，协助组织举行有关会议与活动等工作。,具有较高的思想政治素养和政策理论水平，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,,False,0,False,0,1
385,不限 ,不限 ,综合管理,二年,学士,本科及以上,386,1,虹口区,具有两年以上基层工作经历的人员,不限,统战部,1710386,民主党派区委机关科员,从事民主党派区委机关办公室的各项工作。,具有较高的思想政治素养和政策理论水平，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,,False,0,False,0,1
386,经济学类 ,经济学 ,经济管理,二年,学士,本科及以上,387,1,虹口区,具有两年以上基层工作经历的人员,不限,发改委,1710387,产业发展科科员,从事国家、市、区有关政策落实，参与本区产业发展方面的课题研究，参与节能减排协调推进等工作。,具有较强的专业理论功底，熟悉相关领域的专业知识，具有较强的数据分析能力，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,,False,0,False,0,1
387,经济学类 ,经济学 ,经济管理,二年,学士,本科及以上,388,1,虹口区,具有两年以上基层工作经历的人员,不限,商务委,1710388,商贸服务业科科员,从事区域特色商业街的建设规划、实施、指导和监督工作；参与重大节日文化活动等工作。,具备扎实的商贸行业营促销理论功底，具有商贸行业相关文化活动的组织工作经历，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,,False,0,False,0,1
388,"土木类,不限 ",土木工程类 ,城市建设管理,二年,学士,本科及以上,389,1,虹口区,具有两年以上基层工作经历的人员,不限,建管委,1710389,市政管理科科员,从事协调、实施全区道路、桥梁、下水道、河道等市政水务设施的建设、管理、养护等工作，从事本区市政水务工程项目前期工作。,具有较强的专业功底，熟悉相关领域的业务工作，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,道路桥梁类专业、给排水类专业优先，具有相关工作经历者优先。 ,False,0,False,0,1
389,法学类 ,法学类 ,政法,二年,学士,本科及以上,390,2,虹口区,具有两年以上基层工作经历的人员,不限,司法局,1710390,办公室科员,从事收集管理、统计分析和报送各类工作信息等工作，做好信访接待、出庭应诉、规范发文等相关工作。,熟悉法律法规和相关政策，口头和文字表达能力较强，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,,False,0,False,0,2
390,,计算机科学与技术类 ,信息管理,二年,硕士,硕士研究生及以上,391,1,虹口区,具有两年以上基层工作经历的人员,中共党员,金融服务局,1710391,办公室科员,从事办公室信息化工作及党建工作。,具有较强的计算机办公自动化操作能力，具有扎实的信息安全理论和实践经验，具有从事党建工作的经历，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,信息安全类专业优先。 ,False,0,False,0,1
391,法学类 ,法学类 ,政法,二年,学士,本科及以上,392,1,虹口区,具有两年以上基层工作经历的人员,不限,金融服务局,1710392,风险管理科科员,从事区域金融风险管理工作，配合市金融办完成打击非法集资工作。,具有较强的法律专业功底及英语基础，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,具有金融风险防范和打击非法集资工作经验者优先。 ,False,0,False,0,1
392,"审计学,会计学,财务管理  ","工商管理类,会计学 ",财务管理,二年,学士,本科及以上,393,1,虹口区,具有两年以上基层工作经历的人员,不限,审计局,1710393,财政金融审计科科员,从事区域财政金融领域的审计工作。,具有较强的专业理论功底，熟悉相关领域业务工作，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,具有会计上岗证者优先。 ,False,0,False,0,1
393,经济学类 ,经济学 ,经济管理,二年,学士,本科及以上,394,1,虹口区,具有两年以上基层工作经历的人员,不限,审计局,1710394,国资国企审计科科员,从事区域内国资国企的审计工作、,具有较强的专业功底，熟悉相关领域业务工作，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,具有会计上岗证者优先。 ,False,0,False,0,1
394,不限 ,不限 ,综合管理,二年,学士,本科及以上,395,1,虹口区,具有两年以上基层工作经历的人员,不限,卫计委,1710395,医政管理与医疗监督科科员,从事区域内医疗质量控制管理、医院业务管理、医疗卫生监督执法等相关工作。,熟悉卫生工作政策法规，具有较强的调研和语言文字能力，具有较强的组织计划和综合协调能力。,临床医学类、预防医学类、公共卫生类专业优先，具备卫生中级任职资格者优先。 ,False,0,False,0,1
395,"会计学,财务管理,审计学  ","工商管理类,会计学 ",财务管理,二年,学士,本科及以上,396,1,虹口区,具有两年以上基层工作经历的人员,不限,卫计委,1710396,计划财务科科员,从事会计核算、部门预决算编制、资产管理、统计等工作。,熟悉企事业单位财务政策，具有一定的单位财务管理经验，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,具有会计上岗证者优先。 ,False,0,False,0,1
396,不限 ,不限 ,综合管理,二年,学士,本科及以上,397,1,虹口区,具有两年以上基层工作经历的人员,中共党员,民政局,1710397,办公室科员,从事本单位党务和行政事务等工作。,具有较高的思想政治素养和政策理论水平，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,汉语言文学类、行政管理类专业优先。 ,False,0,False,0,1
397,不限 ,不限 ,综合管理,二年,学士,本科及以上,398,1,虹口区,具有两年以上基层工作经历的人员,不限,民政局,1710398,基层政权科科员,从事区域基层政权建设指导工作。,具有一定的社会工作专业知识，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力,社会学类、法学类、管理类专业优先。 ,False,0,False,0,1
398,不限 ,不限 ,综合管理,二年,学士,本科及以上,399,1,虹口区,具有两年以上基层工作经历的人员,不限,教育局,1710399,成职教科科员,从事对相关学校、培训机构的管理协调及综合文稿起草等工作。,具有较强的组织纪律观念，事业心责任感强，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,具备相关教育教学管理经验者优先。 ,False,0,False,0,1
399,"建筑类,土木类,不限  ","建筑学类,土木工程类 ",城市建设管理,二年,学士,本科及以上,400,1,虹口区,具有两年以上基层工作经历的人员,不限,规土局,1710400,规划管理科科员,从事区域规划编制和管理、历史文化风貌保护和管理、项目审批和管理等工作。,具有较强的专业理论功底，具有较强的工作责任心，具有较强的调研和语言文字能力，具有较强的组织计划和综合协调能力。,城市规划类专业优先，有相关专业工作经历者优先。 ,False,0,False,0,1
400,法学类 ,法学类 ,政法,二年,学士,本科及以上,401,1,虹口区,具有两年以上基层工作经历的人员,不限,川北街道,1710401,司法所科员,从事辖区内群众法制宣传、矛盾纠纷调处等工作。,熟悉法律法规及相关政策，具有较强的专业知识和理论功底，能够依法调处矛盾纠纷，开展群众法制宣传工作，具有应对突发事件和处理复杂问题的能力，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,,False,0,False,0,1
401,不限 ,不限 ,综合管理,二年,学士,本科及以上,402,1,虹口区,具有两年以上基层工作经历的人员,不限,川北街道,1710402,社区自治办科员,从事辖区内基层自治和居民区建设等工作。,熟悉社区居民区工作，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,社会学、社会工作类专业优先，具有相关基层工作经历者优先。 ,False,0,False,0,1
402,不限 ,不限 ,综合管理,二年,学士,本科及以上,403,2,虹口区,具有两年以上基层工作经历的人员,中共党员,欧阳街道,1710403,社区党建办科员,从事推进辖区内基层党建工作。,具有较高的思想政治素养和政策理论水平，对社区基层情况有一定了解，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,汉语言文学类、社会学类、法学类、管理类专业优先，具有相关基层工作经验者优先。 ,False,0,False,0,2
403,"工商管理类,不限 ",工商管理类 ,财务管理,二年,学士,本科及以上,404,1,虹口区,具有两年以上基层工作经历的人员,不限,曲阳街道,1710404,党政办科员,从事街道财务、会计类工作。,具有财务专业知识，具备财务工作经历，工作责任心强，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,财务管理类、会计学类专业优先、中共党员优先。 ,False,0,False,0,1
404,不限 ,不限 ,综合管理,二年,学士,本科及以上,405,2,虹口区,具有两年以上基层工作经历的人员,中共党员,曲阳街道,1710405,社区党建办科员,从事推进辖区内基层党建工作。,具有较高的思想政治素养和政策理论水平，对社区基层情况有一定了解，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,汉语言文学类、社会学类、法学类、管理类专业优先，具有基层工作经验者优先。 ,False,0,False,0,2
405,不限 ,不限 ,综合管理,二年,学士,本科及以上,406,2,虹口区,具有两年以上基层工作经历的人员,不限,曲阳街道,1710406,社区服务办科员,从事辖区内社区公共服务工作。,熟悉社区基层工作，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,社会学、社会保障类专业优先，具有相关基层工作经历者优先。 ,False,0,False,0,2
406,不限 ,不限 ,综合管理,二年,学士,本科及以上,407,2,虹口区,具有两年以上基层工作经历的人员,不限,凉城街道,1710407,人力资源办科员,从事辖区内各类人才队伍建设、管理等工作。,具备人力资源和社会保障专业知识，熟悉相关法律法规政策，具备较强计算机办公自动化操作能力，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,公共管理类、人力资源管理类、社会学、社会保障类专业优先，中共党员优先，具有相关工作经历者优先。 ,False,0,False,0,2
407,法学类 ,法学类 ,政法,二年,学士,本科及以上,408,1,虹口区,具有两年以上基层工作经历的人员,不限,凉城街道,1710408,司法所科员,从事辖区内群众法制宣传、矛盾纠纷调处等工作。,熟悉法律法规及相关政策，具有较强的专业知识和理论功底，能够依法调处矛盾纠纷，开展群众法制宣传工作，具有应对突发事件和处理复杂问题的能力，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,具有相关工作经历者优先。 ,False,0,False,0,1
408,不限 ,不限 ,综合管理,二年,学士,本科及以上,409,1,虹口区,具有两年以上基层工作经历的人员,中共党员,江湾镇街道,1710409,党政办科员,从事街道机关党务和行政事务等工作。,具有较高的思想政治素养和政策理论水平，对社区基层情况有一定了解，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,汉语言文学类、社会学类、管理类专业优先，具有基层工作经验者优先。 ,False,0,False,0,1
409,工商管理类 ,工商管理类 ,财务管理,二年,学士,本科及以上,410,1,虹口区,具有两年以上基层工作经历的人员,不限,江湾镇街道,1710410,党政办科员,从事街道财务相关工作。,具有财务专业知识，具备财务工作经历，工作责任心强，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,财务管理类、会计学类专业优先、中共党员优先。 ,False,0,False,0,1
410,法学类 ,法学类 ,政法,二年,学士,本科及以上,411,1,虹口区,具有两年以上基层工作经历的人员,不限,江湾镇街道,1710411,社区平安办科员,从事辖区内社区治安综合管理、平安建设、安全生产、信访接待、社区稳控等工作。,具有较好的政策理论水平和法律知识，熟悉法律法规及相关政策，具备较强的群众工作能力，能够依法调处矛盾纠纷，具有应对突发事件和处理复杂问题的能力具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,具有相关基层工作经历者优先。 ,False,0,False,0,1
411,不限 ,不限 ,综合管理,二年,学士,本科及以上,412,1,虹口区,具有两年以上基层工作经历的人员,不限,江湾镇街道,1710412,社区管理办科员,从事辖区内社区综合管理、城市网格化管理等工作。,熟悉城市管理相关法律法规，熟悉社区基层工作，具有较强的工作责任心，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,建筑学类、土木工程类、管理学类、社会学类、法学类专业优先，具有相关基层工作经验者优先。 ,False,0,False,0,1
412,法学 ,法学 ,政法,二年,学士,本科及以上,413,1,杨浦区,具有两年以上基层工作经历的人员,中共党员,编办,1710413,行政审批制度改革科科员,1、组织、指导、协调、推进、监督本区行政审批制度改革工作；2、开展行政审批事项清理、行政权力标准化管理、加强事中事后监管工作；3、推进政府效能建设工作；4、做好相关文件起草工作，协助完成培训、会议组织及一般事务处理。,,,False,0,False,0,1
413,法学 ,法学 ,政法,二年,学士,本科及以上,414,1,杨浦区,具有两年以上基层工作经历的人员,中共党员,纪委,1710414,案件审理室科员,审查处理全区范围内党员、党组织和行政监察对象违反党纪政纪的各类案件。,具有较强的文字写作功底和良好的沟通协作能力。,,False,0,False,0,1
414,不限 ,不限 ,综合管理,二年,不限,本科及以上,415,1,杨浦区,具有两年以上基层工作经历的人员,不限,合作交流办,1710415,合作交流科科员,从事公务接待、与友好城区开展合作交流等工作。,具有较强的语言文字表达和综合协调能力。,,False,0,False,0,1
415,经济学类 ,应用经济学类 ,综合管理,二年,学士,本科及以上,416,1,杨浦区,具有两年以上基层工作经历的人员,不限,发改委,1710416,综合规划科(综合改革科）科员,研究本区经济、社会和城市发展战略；组织编制区国民经济和社会发展中长期规划；对中长期规划组织开展实施进度评估；区域经济社会发展分析；创新政策研究；统筹协调本区总体改革工作等。,全日制普通高校毕业，具有较强的语言文字表达能力。,,False,0,False,0,1
416,"土木类,水利类,交通运输类  ","土木工程类,水利工程类,交通运输工程类 ",城市建设管理,二年,学士,本科及以上,417,1,杨浦区,具有两年以上基层工作经历的人员,不限,建管委,1710417,交通规划科科员,协助做好全区市政交通相关管理工作。,具有一定综合分析和协调能力，有较好的专业技能及信息汇总能力。,熟悉市政交通相关专业理论知识及相关政策、法规，具有相关工作经验者优先。 ,False,0,False,0,1
417,"经济学,法学,管理学  ",,综合管理,二年,学士,本科,418,1,杨浦区,具有两年以上基层工作经历的人员,不限,人社局,1710418,办公室科员,从事人事工作，协助处理各项文案和法律事务.,全日制普通高校毕业。具有较强的语言文字表达和组织协调能力；熟悉劳动保障法律法规、人事政策。,有相关工作经历者优先 ,False,0,False,0,1
418,经济学 ,经济学 ,经济管理,二年,学士,本科及以上,419,1,杨浦区,具有两年以上基层工作经历的人员,不限,审计局,1710419,经贸审计科科员,从事区属国有企业审计及其他审计业务工作。,具有较强的语言文字表达能力和计算机操作水平。,具有审计工作经验者优先。 ,False,0,False,0,1
419,法学 ,法学 ,政法,二年,学士,本科及以上,420,1,杨浦区,具有两年以上基层工作经历的人员,中共党员,教育局,1710420,办公室科员,负责相关的政策法制工作。,全日制普通高校毕业，具有较强沟通协调和文字表达能力。,,False,0,False,0,1
420,医学 ,"医学,社会医学与卫生事业管理 ",综合管理,二年,学士,本科及以上,421,1,杨浦区,具有两年以上基层工作经历的人员,不限,卫计委,1710421,社区卫生管理科科员,从事本区社区卫生管理等相关工作。,全日制普通高校毕业，具有较强的语言文字表达能力和计算机操作水平。,具有社区卫生服务与管理相关工作经验者优先。 ,False,0,False,0,1
421,不限 ,不限 ,综合管理,二年,学士,本科及以上,422,1,杨浦区,具有两年以上基层工作经历的人员,中共党员,绿化市容局,1710422,环卫管理科科员,从事区域内环境卫生管理、环境卫生作业服务、环境卫生设施设备建设等工作。,具有较强的责任心及组织协调、语言文字表达能力。熟练掌握办公自动化软件。品行端正，身体状况良好，吃苦耐劳，具有奉献精神，适应户外工作。,具有相关岗位经历者优先。 ,False,0,False,0,1
422,"建筑类,土木类 ","建筑学类,土木工程类 ",城市建设管理,二年,学士,本科及以上,423,1,杨浦区,具有两年以上基层工作经历的人员,不限,规土局,1710423,建筑和景观管理科科员,从事本区的规划建筑管理工作。,具有较强的语言文字表达和组织协调能力，较好的计算机操作水平。,,False,0,False,0,1
423,不限 ,不限 ,综合管理,二年,学士,本科及以上,424,1,杨浦区,具有两年以上基层工作经历的人员,不限,安监局,1710424,安全生产监察科科员,从事安全生产事故的调查处理，分析、研究和预测本区安全生产形势，对企业贯彻执行安全生产法律法规等情况实施检查、监督，对涉及生产安全事故、隐患的来信来访等开展调查处理等工作。,全日制普通高校毕业，具有较强的语言文字表达能力和计算机操作水平。,具有安全生产行政执法经验者优先。 ,False,0,False,0,1
424,不限 ,不限 ,综合管理,二年,学士,本科及以上,425,1,杨浦区,具有两年以上基层工作经历的人员,不限,安监局,1710425,危险化学品监督管理科科员,从事本区危险化学品生产、经营、储存、使用单位的安全生产监督管理；指导、审查危险化学品从业单位经营许可证、安全生产许可证等审核工作；开展作业场所职业安全卫生监督检查，危险化学品事故应急救援预案编制、演练和事故应急救援工作等。,全日制普通高校毕业，具有较强的语言文字表达能力和计算机操作水平。,具有安全生产行政执法经验者优先。 ,False,0,False,0,1
425,管理学 ,,综合管理,二年,学士,本科,426,1,杨浦区,具有两年以上基层工作经历的人员,中共党员,民防办,1710426,秘书科科员,从事文件及信息简报的起草编发等工作。,具有较强的公文写作、组织协调能力，计算机操作熟练。,,False,0,False,0,1
426,金融学 ,,经济管理,二年,学士,本科,427,1,杨浦区,具有两年以上基层工作经历的人员,不限,金融办,1710427,金融机构科科员,从事对融资担保公司和小额贷款公司的日常监管；对中小企业申请贷款利息、担保费进行初审；做好业务指标的统计和业务资料的归档工作。,,有金融机构工作经验者优先。 ,False,0,False,0,1
