,专业本科,专业研究生,专业考试,基层工作最低年限,学位要求,学历要求,序号,招录人数,招录机关,招考对象,政治面貌,用人单位(部门),职位代码,职位名称,职位简介,其他条件,备注,gsr_f,gsr_f_no,gsr_m,gsr_m_no,job_no
262,"临床医学类,公共卫生与预防医学类 ",,综合管理,二年,学士,本科,263,2,长宁区,具有两年以上基层工作经历的人员,不限,卫计委,1510263,医疗疾病预防控制管理科员,负责医疗、疾病预防控制管理工作。,政治素质良好。具有团队协作精神和良好的沟通能力。有较强的文字撰写能力。有2年以上区级以上医疗卫生机构临床或一线工作经历。,,False,0,False,0,2
263,不限 ,不限 ,综合管理,二年,学士,本科及以上,264,1,长宁区,具有两年以上基层工作经历的人员,不限,华阳街道,1510264,综合管理科员岗位,从事社区综合管理工作。,中共党员优先。,,False,0,False,0,1
264,不限 ,不限 ,综合管理,二年,学士,本科及以上,265,1,长宁区,具有两年以上基层工作经历的人员,中共党员,虹桥街道,1510265,办公室科员岗位,从事公文管理、信息采编、机关内部管理、代表工作联络等。,具有较强的文字处理能力、行政管理和综合协调能力。具有较强的工作责任心和团队协作精神。有社区工作经历者优先。法学、哲学、文学专业优先。,,False,0,False,0,1
265,不限 ,不限 ,综合管理,二年,学士,本科及以上,266,1,长宁区,具有两年以上基层工作经历的人员,中共党员,仙霞街道,1510266,信访办科员岗位,处理各类信访事项；研究分析信访情况，开展各类信访调查研究。,具有较强的组织协调和文字表达能力。,,False,0,False,0,1
266,不限 ,不限 ,财务管理,二年,学士,本科及以上,267,1,长宁区,具有两年以上基层工作经历的人员,中共党员,仙霞街道,1510267,财务科科员岗位,负责支票和现金保管工作；其他出纳相关工作。,具有会计上岗证优先。,,False,0,False,0,1
267,"会计学,财务管理 ",会计学 ,财务管理,五年以上,学士,本科及以上,268,1,长宁区,具有两年以上基层工作经历的人员,中共党员,天山街道,1510268,财政科科员岗位,从事财务管理工作。,具有会计从业资格证书。具有2年以上财务工作经历。,考生本科和研究生阶段所学专业有一阶段符合岗位要求即可。 ,False,0,False,0,1
268,不限 ,不限 ,综合管理,二年,不限,本科及以上,269,1,长宁区,具有两年以上基层工作经历的人员,不限,总工会,1510269,综合管理科员岗位,从事工会工作,具有较强的组织协调和文字表达能力。,,False,0,False,0,1
269,"法学,中国语言文学类,公共管理类  ","法学,中国语言文学类,公共管理类 ",综合管理,二年,学士,本科及以上,270,1,长宁区,具有两年以上基层工作经历的人员,不限,残联,1510270,综合管理科员岗位,从事文字和综合管理工作。,具有较强的组织协调和文字表达能力。,考生本科和研究生阶段所学专业，有一阶段符合岗位要求即可。 ,False,0,False,0,1
270,不限 ,不限 ,综合管理,二年,不限,本科及以上,271,1,普陀区,具有两年以上基层工作经历的人员,不限,社区办,1510271,调研科科员,从事社会建设管理方面的调研、文稿起草等工作。,具有较强的综合协调和文字组织能力。,,False,0,False,0,1
271,"城市管理,广告学 ",,城市建设管理,二年,不限,本科,272,1,普陀区,具有两年以上基层工作经历的人员,不限,长寿街道,1510272,城市管理科科员,参与城市环境综合整治、城市市容景观规划设计及广告管理工作。,具有二年以上社区工作经验，并具有与本职位要求相符的相关专业知识背景及工作能力。,,False,0,False,0,1
272,法学 ,法学 ,政法,二年,不限,本科及以上,273,1,普陀区,具有两年以上基层工作经历的人员,不限,司法局,1510273,长寿路司法所科员,参与人民调解、基层法律服务、法制宣传教育及基层依法治理等相关工作。,本科或研究生任一阶段专业符合要求即可。,具有相关工作经验者优先。 ,False,0,False,0,1
273,不限 ,不限 ,综合管理,二年,不限,本科及以上,274,1,普陀区,具有两年以上基层工作经历的人员,不限,曹杨街道,1510274,社会保障科科员,从事社区劳动保障、救助帮困、为老服务等社会保障类工作。,热爱社区工作，熟悉劳动保障、民政救助类相关政策，具有一定的沟通协调能力和化解矛盾的能力，工作责任心强。,具有相关工作经历者优先。 ,False,0,False,0,1
274,法学 ,,政法,二年,学士,本科,275,1,普陀区,具有两年以上基层工作经历的人员,不限,长风街道,1510275,信访办科员,从事信访接待、群众矛盾处置等相关工作。,熟悉相关法律法规，有较好的沟通协调能力和问题处理能力，有较强的责任心。,,False,0,False,0,1
275,法学 ,,政法,二年,学士,本科,276,1,普陀区,具有两年以上基层工作经历的人员,不限,长风街道,1510276,社会治安综合治理办公室科员,从事社区综合治理、社会稳定相关工作。,具有较强的协调、管理和文字处理能力，有较强的工作责任心和团队协作精神。,,False,0,False,0,1
276,不限 ,,综合管理,二年,不限,本科,277,1,普陀区,具有两年以上基层工作经历的人员,中共党员,宜川街道,1510277,党工委办公室科员,协助工作综合协调、督促检查，材料撰写等。,具有较强的沟通协调和文字表达能力。,,False,0,False,0,1
277,"工商管理类,经济学类,公共管理类  ",,综合管理,二年,学士,本科,278,1,普陀区,具有两年以上基层工作经历的人员,不限,甘泉街道,1510278,财政经济科科员,从事社区经济服务工作。,熟悉服务经济相关政策，有经济工作经历、中共党员优先。,,False,0,False,0,1
278,不限 ,,综合管理,二年,学士,本科,279,1,普陀区,具有两年以上基层工作经历的人员,不限,甘泉街道,1510279,社会治安综合治理办公室科员,从事社会治安综合治理工作。,有较强的组织协调能力和较好的文字功底，有法律专业背景或社区工作经历优先。,,False,0,False,0,1
279,"公共管理类,工商管理类 ",,综合管理,二年,不限,本科,280,1,普陀区,具有两年以上基层工作经历的人员,不限,石泉街道,1510280,城市管理科科员,市政道路建设、小区环境整治等工作。,熟悉城市建设、物业管理等方面的业务知识和技能。有较强的组织协调能力。身体健康，能适应工地、夜间等现场工作。,具有社区工作或相关经历者优先。 ,False,0,False,0,1
280,不限 ,,综合管理,二年,不限,本科,281,1,普陀区,具有两年以上基层工作经历的人员,不限,石泉街道,1510281,党工委办公室科员,各类文字材料起草、文件收发传阅、办文办会、综合文秘等工作。,具有较强的分析研究、综合调研和文字表达能力。,具有社区工作或相关经历者优先。 ,False,0,False,0,1
281,法学类 ,不限 ,综合管理,二年,学士,本科及以上,282,1,普陀区,具有两年以上基层工作经历的人员,中共党员,真如镇,1510282,党群工作办公室科员,从事社区党建、文件起草、信息报送等文字工作。,本科阶段必须符合专业要求，研究生阶段专业不限。有较强的文字归纳表达能力及沟通协调能力。具有相关工作经历者优先。,乡镇公务员职位。 ,False,0,False,0,1
282,不限 ,不限 ,综合管理,二年,学士,本科及以上,283,1,普陀区,具有两年以上基层工作经历的人员,不限,真如镇,1510283,规划建设和环境保护办公室科员,从事社区城市管理相关工作。,熟悉相关政策法规，具有较强的应对突发事件和处理负责问题能力，具有较强的组织计划与综合协调能力。具有相关工作经历者优先。,乡镇公务员职位。 ,False,0,False,0,1
283,不限 ,不限 ,综合管理,二年,学士,本科及以上,284,1,普陀区,具有两年以上基层工作经历的人员,不限,真如镇,1510284,社区管理办公室科员,从事劳动保障、社会救助等相关工作。,熟悉相关政策法规，具有较强的应对突发事件和处理负责问题能力，具有较强的组织计划与综合协调能力。具有相关工作经历者优先。,乡镇公务员职位。 ,False,0,False,0,1
284,不限 ,不限 ,城市建设管理,二年,学士,本科及以上,285,1,普陀区,具有两年以上基层工作经历的人员,不限,桃浦镇,1510285,规划建设和环境保护办公室科员,协助做好镇规划建设和城市管理等相关工作。,具有较强沟通协调能力，工作认真细致，有担当精神，责任心强。,乡镇公务员职位。 ,False,0,False,0,1
285,不限 ,不限 ,综合管理,二年,学士,本科及以上,286,1,普陀区,具有两年以上基层工作经历的人员,中共党员,桃浦镇,1510286,党群工作办公室科员,从事文字撰写、干部人事档案管理等相关工作。,具有较强的文字组织能力和沟通协调能力，工作认真细致，责任心强。,乡镇公务员职位。 ,False,0,False,0,1
286,不限 ,,综合管理,二年,学士,本科,287,1,普陀区,具有两年以上基层工作经历的人员,群众,统战部（民主党派）,1510287,民主党派专职干部（科员）,联系民主党派及开展党外干部工作。,熟悉统战相关工作，有较强的综合协调能力和吃苦耐劳精神。,,False,0,False,0,1
287,,"建筑学类,土木工程类 ",城市建设管理,二年,硕士,硕士研究生,288,1,普陀区,具有两年以上基层工作经历的人员,不限,发改委,1510288,投资管理科科员,开展投资项目管理、调研以及协调推进等工作。,研究生阶段专业符合要求即可。熟悉投资项目管理等政策法规和业务知识，具有较强的语言文字和综合协调能力。政治素质好。,,False,0,False,0,1
288,,应用经济学类 ,经济管理,二年,硕士,硕士研究生,289,1,普陀区,具有两年以上基层工作经历的人员,不限,发改委,1510289,综合计划科科员,收集、整理、分析区域经济社会发展信息，跟踪经济运行情况。参与国民经济和社会发展五年规划、年度计划撰写工作。参与区域发展各类课题研究工作等。,研究生阶段专业符合要求即可。熟悉经济学、管理学的基本理论，具有较强的语言文字和综合协调能力。政治素质好。,,False,0,False,0,1
289,法学类 ,法学 ,政法,二年,不限,本科及以上,290,1,普陀区,具有两年以上基层工作经历的人员,不限,教育局,1510290,高中教育科科员,教育的审批、管理和教育执行等工作。,本科或研究生任一阶段专业符合要求即可。熟悉教育法律法规，有良好的人际交往能力。,,False,0,False,0,1
290,"电子信息类,计算机类,信息管理与信息系统  ","信息与通信工程类,计算机科学与技术类 ",信息管理,二年,不限,本科及以上,291,1,普陀区,具有两年以上基层工作经历的人员,不限,科委,1510291,应用推进科科员,从事区域信息化应用与推进的相关工作。,本科或研究生任一阶段符合专业要求即可。有工作责任心，有较强的文字表达、沟通协调和专业能力。,具有相关工作经历优先。 ,False,0,False,0,1
291,"电子信息类,计算机类,信息管理与信息系统  ","信息与通信工程类,计算机科学与技术类 ",信息管理,二年,不限,本科及以上,292,1,普陀区,具有两年以上基层工作经历的人员,不限,科委,1510292,信息产业管理服务科科员,区域信息产业科技专项的管理及服务等工作。,本科或研究生任一阶段符合专业要求即可。有工作责任心，有良好的沟通、合作能力和文字表达能力。,具有相关工作经历优先。 ,False,0,False,0,1
292,行政管理 ,,综合管理,二年,学士,本科,293,1,普陀区,具有两年以上基层工作经历的人员,不限,民政局,1510293,优抚科科员,做好优抚政策落实和经费发放等工作，组织开展双拥活动等。,具有较强的语言沟通和文字表达能力，熟悉财务统计工作流程。,具有和招考岗位相关工作经验、有会计上岗证和社工证者优先。 ,False,0,False,0,1
293,"社会学,行政管理 ","社会学,行政管理 ",综合管理,二年,学士,本科及以上,294,1,普陀区,具有两年以上基层工作经历的人员,不限,民政局,1510294,社会保障科科员,接待和解答困难对象的咨询和信访，参与审核本区各类帮扶救助工作，撰写信息稿件等。,本科或研究生任一阶段专业符合要求即可。具有较高的政治素质，熟悉法律基础知识，有较强的文字表达能力和语言沟通能力。,具有和招考岗位相关工作经验者优先。 ,False,0,False,0,1
294,不限 ,不限 ,综合管理,二年,学士,本科及以上,295,1,普陀区,具有两年以上基层工作经历的人员,不限,司法局,1510295,基层工作科科员,指导基层司法所规范化建设，指导基层人民调解工作，协调“110”公安司法联动工作。,熟悉相关法律法规，具有较强的语言文字表达能力。,,False,0,False,0,1
295,法学 ,法学 ,政法,二年,学士,本科及以上,296,1,普陀区,具有两年以上基层工作经历的人员,不限,司法局,1510296,医患纠纷人民调解工作办公室科员,指导开展医患纠纷人民调解工作，研究分析纠纷情况，完成区医患纠纷人民调解工作协调小组交办的工作任务。,本科或研究生任一阶段专业符合要求即可。熟悉相关法律法规，具有较强的语言文字表达能力。,,False,0,False,0,1
296,"法学,行政管理 ",,政法,二年,学士,本科,297,1,普陀区,具有两年以上基层工作经历的人员,不限,人力资源和社会保障局,1510297,调解仲裁管理科科员,劳动人事争议调解、仲裁员的管理和培训工作，承担区仲裁委办公室日常管理工作。,熟悉仲裁相关法律法规。,,False,0,False,0,1
297,临床医学 ,临床医学类 ,综合管理,二年,学士,本科及以上,298,1,普陀区,具有两年以上基层工作经历的人员,不限,人力资源和社会保障局,1510298,医保业务管理科科员,医保业务管理、监督检查、信息统计分析、政策培训、文稿撰写、档案管理以及信访接待等。,本科或研究生任一阶段专业符合要求即可。具有二级以上医院临床工作经历。,具有医保管理工作经验者优先。 ,False,0,False,0,1
298,"中国语言文学类,新闻传播学类,哲学类  ","中国语言文学类,新闻传播学类,哲学 ",综合管理,二年,学士,本科及以上,299,1,普陀区,具有两年以上基层工作经历的人员,不限,建交委,1510299,宣传科科员,从事政治理论教育和思想道德宣传工作，指导基层单位开展精神文明创建，组织相关学习培训，开展新闻宣传、媒体舆情应对。,本科或研究生任一阶段专业符合要求即可。有较强的文字写作和沟通协调能力。,具有相关工作经验者优先。 ,False,0,False,0,1
299,"土木类,建筑类 ",,城市建设管理,二年,不限,本科,300,1,普陀区,具有两年以上基层工作经历的人员,不限,建交委,1510300,城乡规划建设科科员,初步设计审查、建筑节能及其他相关工作。,参与过城市建设和管理的相关工作，熟悉建设工程前期程序，在建设领域有一定的沟通协调及解决问题的能力。,具有中级及以上职称者、有相关工作经验者优先。 ,False,0,False,0,1
300,"会计学,财务管理 ",会计学 ,财务管理,二年,学士,本科及以上,301,1,普陀区,具有两年以上基层工作经历的人员,不限,卫计委,1510301,行政科科员,从事单位日常会计核算、报表编制、财务预决算、基层卫计系统财务管理和物价管理等工作。,本科和研究生阶段均需符合专业要求。具有医疗卫生单位会计师以上资格优先。,,False,0,False,0,1
301,"财政学类,财务管理,会计学  ",,财务管理,二年,学士,本科,302,1,普陀区,具有两年以上基层工作经历的人员,不限,绿化市容局,1510302,计划财务科科员,会计、财会管理等。,熟悉财务法律法规知识及相关专业知识。,,False,0,False,0,1
302,不限 ,不限 ,城市建设管理,二年,学士,本科及以上,303,1,普陀区,具有两年以上基层工作经历的人员,不限,房管局,1510303,市场管理科科员,本区房产市场的行政管理工作。,熟悉房地产政策法规，有较强的文字、语言表达、组织协调和沟通能力。,具有房地产行政管理工作经历者优先。 ,False,0,False,0,1
303,不限 ,不限 ,城市建设管理,二年,学士,本科及以上,304,1,普陀区,具有两年以上基层工作经历的人员,不限,房管局,1510304,住宅修建科科员,本区居住类房屋的修缮、安全等行政管理工作。,熟悉房地产政策法规，有较强的文字、语言表达能力、组织协调和沟通能力。,具有房地产行政管理工作经历者优先。 ,False,0,False,0,1
304,不限 ,防灾减灾工程及防护工程 ,综合管理,二年,学士,本科及以上,305,1,普陀区,具有两年以上基层工作经历的人员,不限,民防办,1510305,指挥通信科科员,组织城市防灾减灾和信息管理。,研究生须符合专业要求，本科生防灾减灾工程及防护工程相关专业优先。具有较强的语言表达和协调沟通能力。,,False,0,False,0,1
305,行政管理 ,行政管理 ,综合管理,二年,不限,本科及以上,306,1,普陀区,具有两年以上基层工作经历的人员,不限,总工会,1510306,办公室科员,从事组织人事和办公室管理。,本科或研究生任一阶段专业符合要求即可。有较强的政治素质和责任心，有较强的分析思考和组织能力，能承担组织人事等相关工作。,具有组织人事工作经历或熟悉掌握法律等相关政策者优先。中共党员优先。 ,False,0,False,0,1
306,"教育学类,社会学类,计算机类  ","法学,社会学,公共管理类 ",综合管理,二年,不限,本科及以上,307,1,普陀区,具有两年以上基层工作经历的人员,中共党员,妇联,1510307,办公室科员,办公室人事工作、档案管理、文稿起草、日常事务及综合业务等相关工作。,本科或研究生任一阶段专业符合要求即可。具有一定的组织协调能力。,,False,0,False,0,1
307,不限 ,,综合管理,二年,学士,本科,308,1,闸北区,具有两年以上基层工作经历的人员,中共党员,共和新路街道,1510308,组织人事科科员,从事社区党务、党建等相关工作。,,有社区工作经历者优先。 ,False,0,False,0,1
308,不限 ,,城市建设管理,二年,学士,本科,309,1,闸北区,具有两年以上基层工作经历的人员,中共党员,共和新路街道,1510309,城管科科员,从事卫生城市创建，绿化市容、防台防汛、防空抢险等相关工作。,,有社区工作经历者优先。 ,False,0,False,0,1
309,工商管理类 ,工商管理类 ,财务管理,二年,不限,本科及以上,310,1,闸北区,具有两年以上基层工作经历的人员,不限,大宁路街道,1510310,经济科财务管理科员,负责经济科日常财务管理。,有基层相关工作经验者优先。,,False,0,False,0,1
310,不限 ,不限 ,综合管理,二年,不限,本科及以上,311,1,闸北区,具有两年以上基层工作经历的人员,不限,宝山路街道,1510311,经济科科员,从事社区经济管理相关工作。,,有会计、统计资格证书或社区管理工作经验者优先。 ,False,0,False,0,1
311,不限 ,,综合管理,二年,学士,本科,312,1,闸北区,具有两年以上基层工作经历的人员,不限,彭浦新村街道,1510312,经济科科员,开展招商引资，负责经济运行分析统计，对外协调，落实完成各项经济任务，及经济资料的收集、归档。,熟悉经济运行分析，善于经济资料的收集归档，有经济管理经验。,有会计上岗证和档案管理证书者优先。 ,False,0,False,0,1
312,法学类 ,,政法,二年,学士,本科,313,1,闸北区,具有两年以上基层工作经历的人员,不限,彭浦新村街道,1510313,信访办科员,接受来信，接待来访，为信访人提供服务，协调处理有关信访事项。,具有较强的沟通和文字表达能力，能爱岗敬业，热于奉献。,,False,0,False,0,1
313,,经济学 ,经济管理,二年,硕士,硕士研究生及以上,314,1,闸北区,具有两年以上基层工作经历的人员,不限,发改委,1510314,综合规划科科员,中长期规划编制、经济发展专题调研。,具有相关学位要求。,,False,0,False,0,1
314,"法学,行政管理 ",不限 ,政法,二年,学士,本科及以上,315,1,闸北区,具有两年以上基层工作经历的人员,不限,住房保障局,1510315,法制监督科科员,负责本区房屋、住宅建设以及住房保障等行政执法工作；审查行政许可、行政处罚和拆迁裁决等具体行政行为的合法性以及法律文书规范；负责落实私房政策的实施和历史遗留问题的处理。,具有相关工作经验者优先。,,False,0,False,0,1
315,"汉语言文学,财务管理,新闻学  ",企业管理 ,经济管理,二年,学士,本科及以上,316,1,闸北区,具有两年以上基层工作经历的人员,不限,国资委,1510316,财务监管科科员,负责研究和制定出资企业财务监管有关政策和办法，编制、管理并实施国有资产经营预算、统计、调查、审核、评价、文字分析等工作。,有国企财务管理经验者优先。,,False,0,False,0,1
316,"中国语言文学类,社会学类 ",,综合管理,二年,不限,本科,317,2,闸北区,具有两年以上基层工作经历的人员,不限,人民检察院,1510317,司法行政人员,根据职位职责要求，从事政工党务、纪检监察、行政事务、后勤管理等司法行政事务。,能适应夜间值班、加班者优先。,司法行政人员实行分类招录、分类管理，录用后不能转任检察官助理。 ,False,0,False,0,2
317,不限 ,,综合管理,二年,不限,本科,318,1,闸北区,具有两年以上基层工作经历的人员,中共党员,北站街道,1510318,综治办科员,外来流动人员的管理、教育、服务工作；禁毒的宣传和帮教工作等。,能适应部分时间加班。,,False,0,False,0,1
318,不限 ,,城市建设管理,二年,不限,本科,319,1,闸北区,具有两年以上基层工作经历的人员,不限,北站街道,1510319,城管科科员,协助做好环境保护监督管理、旧区改造建设等方面的工作，负责有关城管工作信访件的处理。,能适应部分时间加班。,,False,0,False,0,1
319,不限 ,,综合管理,二年,学士,本科,320,2,闸北区,具有两年以上基层工作经历的人员,不限,天目西路街道,1510320,信访办科员,从事群众来访接待，一般信访事项的办理，参与劝返和日常维稳，做好突出矛盾的现场处置。,,,False,0,False,0,2
320,不限 ,,综合管理,二年,学士,本科,321,1,闸北区,具有两年以上基层工作经历的人员,中共党员,芷江西路街道,1510321,宣传科科员,从事街道宣传、精神文明建设等相关工作。,具有较强的文字综合能力、有一定组织协调、解决问题的能力。,,False,0,False,0,1
321,不限 ,不限 ,综合管理,二年,学士,本科及以上,322,2,虹口区,具有两年以上基层工作经历的人员,不限,人民检察院,1510322,司法行政人员,根据职位职责要求，从事政工党务、纪检监察、行政事务、后勤管理等司法行政事务。,有熟练的计算机操作技能，中文类、新闻类、法学类专业优先，熟悉本地语言者优先。,司法行政人员实行分类招录、分类管理，录用后不能转任检察官助理。 ,False,0,False,0,2
322,"法学类,社会学类 ","法学类,社会学类 ",政法,二年,学士,本科及以上,323,1,虹口区,具有两年以上基层工作经历的人员,不限,信访办,1510323,信访管理科科员,从事一线信访接待，来信办理、信访事项处理、矛盾化解等相关工作。,具有较强的奉献精神，熟悉本地语言，具有较强的处理复杂问题与突发矛盾能力，具有较强的语言文字与组织计划、综合协调能力。有相关工作经验者优先，中共党员优先。,,False,0,False,0,1
323,经济学类 ,应用经济学类 ,经济管理,二年,学士,本科及以上,324,1,虹口区,具有两年以上基层工作经历的人员,不限,商务委,1510324,商贸服务业科科员,从事区域特色商业街建设规划、实施指导和监督工作，参与重大节日文化活动等。,具有扎实的商贸行业营促销理论功底，具有商贸行业相关文化活动的组织工作经历，具有较强的综合管理和公共协调能力。,,False,0,False,0,1
324,经济学类 ,应用经济学类 ,经济管理,二年,学士,本科及以上,325,1,虹口区,具有两年以上基层工作经历的人员,不限,欧阳街道,1510325,经济科科员,从事社区招商引资及经济管理相关工作。,熟悉招商引资相关政策法规，具有较强的组织计划和综合协调能力，具有较强的调研和语言文字能力，有相关工作经历者优先。,经济学、金融学类专业优先。 ,False,0,False,0,1
325,不限 ,不限 ,综合管理,二年,学士,本科及以上,326,1,虹口区,具有两年以上基层工作经历的人员,不限,广中街道,1510326,办公室科员,从事办公室综合管理工作。,具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力，有相关工作经历者优先。,汉语言文学类、行政管理类优先。 ,False,0,False,0,1
326,不限 ,不限 ,综合管理,二年,学士,本科及以上,327,1,虹口区,具有两年以上基层工作经历的人员,不限,凉城街道,1510327,社区管理科科员,从事街道社区管理相关工作。,熟悉社区工作与民政法律法规政策，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,社会学、社会工作类、行政管理类专业优先。 ,False,0,False,0,1
327,不限 ,不限 ,综合管理,二年,学士,本科及以上,328,1,虹口区,具有两年以上基层工作经历的人员,不限,江湾街道,1510328,宣传统战科科员,从事街道宣传、精神文明建设、统战等相关工作。,熟悉统战工作政策，热爱社区工作，具有较强的调研和语言文字能力，具有较强的组织计划和综合协调能力。,汉语言文学类、行政管理类专业优先。 ,False,0,False,0,1
328,法学类 ,法学类 ,政法,二年,学士,本科及以上,329,1,虹口区,具有两年以上基层工作经历的人员,不限,江湾街道,1510329,综治办科员,从事社区综合治理相关工作。,熟悉相关政策法规，具有较强的应对突发事件和处理复杂问题能力，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,,False,0,False,0,1
329,不限 ,不限 ,综合管理,二年,学士,本科及以上,330,1,虹口区,具有两年以上基层工作经历的人员,不限,卫计委,1510330,医政管理科科员,从事区域医疗质量管理、医院业务管理等相关工作。,熟悉卫生工作政策法规，有丰富临床医疗经验，熟悉科研学科建设，两年及以上卫生相关工作经历。具有较强的调研和语言文字能力，具有较强的组织计划和综合协调能力。,临床医学、卫生管理、预防医学类优先，具备卫生中级任职资格者优先。  ,False,0,False,0,1
330,法学类 ,法学类 ,政法,二年,学士,本科及以上,331,1,虹口区,具有两年以上基层工作经历的人员,不限,司法局,1510331,律师公证管理科科员,从事律师、律师事务所执业类行政许可事项受理、审查、报送工作，对律师、律师事务所执业情况开展监督检查。,熟悉法律法规和相关政策，具有较强的语言文字和组织协调能力，工作责任心强。有相关工作经历者优先。,,False,0,False,0,1
331,不限 ,不限 ,综合管理,二年,学士,本科及以上,332,1,虹口区,具有两年以上基层工作经历的人员,不限,环保局,1510332,污染防治科科员,从事环境管理、污染源日常监督及环保创建工作。,热爱环保事业，有环保管理知识，具有较强的语言文字与综合组织协调能力，有相关工作经历者优先。,环境类、法学类专业优先。 ,False,0,False,0,1
332,法学类 ,法学类 ,政法,二年,学士,本科及以上,333,1,虹口区,具有两年以上基层工作经历的人员,不限,绿化市容局,1510333,法制科科员,从事市容法制管理相关工作。,熟悉城市市容管理相关法律法规和政策规定，专业功底扎实，具有较强的语言文字、组织计划与综合协调能力，有相关工作经历者优先。,,False,0,False,0,1
333,不限 ,不限 ,综合管理,二年,学士,本科及以上,334,1,虹口区,具有两年以上基层工作经历的人员,不限,绿化市容局,1510334,市容管理科科员,从事区域市容管理相关工作。,具备城市市容管理理论知识，具有较强的语言文字、组织计划与综合协调能力，有相关工作经历者优先。,城市管理、行政管理专业优先。 ,False,0,False,0,1
334,不限 ,不限 ,综合管理,二年,学士,本科及以上,335,4,虹口区,具有两年以上基层工作经历的人员,不限,市场监管局,1510335,四川北市场监督管理所科员,从事质量管理、标准计量监督管理、特种设备安全监察相关工作。,具有较强的语言文字、组织计划和综合协调能力，有相关工作经历者优先。,机械工程、电气自动化专业优先。 ,False,0,False,0,4
335,不限 ,不限 ,综合管理,二年,学士,本科及以上,336,2,虹口区,具有两年以上基层工作经历的人员,不限,市场监管局,1510336,嘉兴市场监督管理所科员,从事食品安全监督管理工作。,具有较强的语言文字、组织计划与综合协调能力，有相关工作经历者优先。,公共卫生、预防医学专业优先。 ,False,0,False,0,2
336,不限 ,不限 ,综合管理,二年,学士,本科及以上,337,2,虹口区,具有两年以上基层工作经历的人员,不限,市场监管局,1510337,欧阳市场监督管理所科员,从事药品、化妆品、医疗器械等安全监督管理工作。,具有较强的语言文字、组织计划与综合协调能力，有相关工作经历者优先。,临床医学、药学专业优先。 ,False,0,False,0,2
337,法学类 ,法学类 ,政法,二年,学士,本科及以上,338,2,虹口区,具有两年以上基层工作经历的人员,不限,市场监管局,1510338,凉城市场监督管理所科员,从事工商、质量技术、食品药品等监督管理工作。,具有较强的语言文字、组织计划与综合协调能力，有相关工作经历者优先。,,False,0,False,0,2
338,不限 ,不限 ,综合管理,二年,学士,本科及以上,339,1,虹口区,具有两年以上基层工作经历的人员,中共党员,川北街道,1510339,组织人事科科员,从事街道组织人事、基层组织建设相关工作。,工作责任心强，具有人事相关工作经历，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。有党务工作经历者优先。,人力资源管理、行政管理类优先。 ,False,0,False,0,1
339,不限 ,不限 ,综合管理,二年,学士,本科及以上,340,1,虹口区,具有两年以上基层工作经历的人员,不限,川北街道,1510340,社会保障科科员,从事街道社会保障相关工作。,熟悉社区基层工作，有相关工作经验，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,社会学、社会保障类专业优先。 ,False,0,False,0,1
340,法学类 ,法学类 ,政法,二年,学士,本科及以上,341,1,虹口区,具有两年以上基层工作经历的人员,不限,川北街道,1510341,司法所科员,从事街道司法调解工作。,具有应对突发事件和处理复杂问题的能力，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,,False,0,False,0,1
341,不限 ,不限 ,综合管理,二年,学士,本科及以上,342,1,虹口区,具有两年以上基层工作经历的人员,中共党员,曲阳街道,1510342,党工委办公室科员,从事街道党委办公室管理相关工作。,综合素质好，有较高的政策理论水平，对社区基层情况有了解，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,汉语言文学、哲学、法学、社会学、管理学专业优先。 ,False,0,False,0,1
342,法学类 ,法学类 ,政法,二年,学士,本科及以上,343,1,虹口区,具有两年以上基层工作经历的人员,不限,曲阳街道,1510343,综治办科员,从事社区综合治理相关工作。,熟悉相关政策法规，具有较强的应对突发事件和处理复杂问题能力，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,,False,0,False,0,1
343,不限 ,不限 ,综合管理,二年,学士,本科及以上,344,1,虹口区,具有两年以上基层工作经历的人员,不限,欧阳街道,1510344,社区管理科科员,从事街道社区管理相关工作。,熟悉社区工作，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,社会学、社会工作类专业优先 ,False,0,False,0,1
344,不限 ,不限 ,综合管理,二年,学士,本科及以上,345,1,虹口区,具有两年以上基层工作经历的人员,不限,科协,1510345,科普工作部科员,从事指导协调学会开展学术交流、科技咨询和继续教育工作。,熟悉现代科学知识，了解当前科技发展动态，具有较强的语言文字、组织计划和综合协调能力，有相关工作经历者优先。,理工类、经济类专业优先。 ,False,0,False,0,1
345,,法学 ,政法,二年,硕士,硕士研究生,346,1,杨浦区,具有两年以上基层工作经历的人员,中共党员,定海路街道,1510346,社会治安综合治理办公室科员,从事地区综合治理、治安排查整治；及时妥善处置不稳定事件和解决群众反映的突出治安问题；组织群防群治，推进治安防控体系建设。,有一定的法律基础知识，较好的综合分析能力、语言表达能力和协调能力。身体素质好，能适应高强度工作及夜间值班。,,False,0,False,0,1
